"2000","","1","0","IN_EID_0050_a0000_010_010","","","","","","","0","조작","{01C280}으로 공격, {01C298}으로 방어합니다."
"2001","","1","0","IN_EID_0050_a0000_020_010","","","","","","","0","콤보","{01C280}을 연속해서 누르면 연속 공격이 발생합니다."
"2002","","1","0","INFO_WINDOW_TUTORIAL_02","","","","","","","0","검은 탄","{01C299}마법탄을 발사합니다."
"2003","","1","0","INFO_WINDOW_TUTORIAL_03","","","","","","","0","검은 환영","마법으로 근처에 있는 적에게 자신의 분신을 날려서 공격합니다.<LF>차지 상태에서는 공격 범위를 넓힐 수 있습니다."
"2004","","1","0","INFO_WINDOW_TUTORIAL_04","","","","","","","0","검은 손","마력을 실체화한 팔로 공격합니다.<LF>차지 상태에서는 공격력을 증가시킬 수 있습니다."
"2005","","1","0","INFO_WINDOW_TUTORIAL_05","","","","","","","0","검은 창","{01C29C}:마법의 창을 발사합니다.<LF>차지 상태에서는 {01C2B6}으로 겨냥해서 던질 수 있습니다."
"2006","","1","0","INFO_WINDOW_TUTORIAL_06","","","","","","","0","검은 선무","마법의 칼날을 발생시킵니다.<LF>차지 상태에서는 마법의 칼날을 늘릴 수 있습니다."
"2007","","1","0","INFO_WINDOW_TUTORIAL_07","","","","","","","0","검은 폭식","적의 마법탄을 흡수합니다.<LF>차지 상태에서는 흡수 시간을 늘릴 수 있습니다."
"2008","","1","0","INFO_WINDOW_TUTORIAL_08","","","","","","","0","검은 벽","마법의 장벽을 설치합니다.<LF>버튼을 계속 누르고 있으면 장벽을 크게 만들 수 있습니다."
"2009","","1","0","INFO_WINDOW_TUTORIAL_09","","","","","","","0","검은 처형","마법의 창이 지면에서 솟아나 공격합니다.<LF>차지 상태에서는 창의 개수를 늘릴 수 있습니다."
"2010","","1","0","INFO_WINDOW_TUTORIAL_10","","","","","","","0","지도","{01C286}으로 현재 있는 장소의 지도를 표시할 수 있습니다.<LF>단, 획득하지 않은 지도는 표시되지 않습니다."
"2011","","1","0","INFO_WINDOW_TUTORIAL_11","","","","","","","0","조사","캐릭터나 특정 장소에 다가가서 {017E}을 누르면 조사할 수 있습니다."
"2012","","1","0","INFO_WINDOW_TUTORIAL_12","","","","","","","0","어택 게이지","적의 특정 부위에 발생하는 어택 게이지를<LF>시간 내에 격파하면 대형 적을 쓰러뜨릴 수 있습니다."
"2013","","1","0","INFO_WINDOW_TUTORIAL_13","","","","","","","0","저장","우편함을 조사하면 게임 진행 상황을 저장할 수 있습니다."
"2014","","1","0","INFO_WINDOW_TUTORIAL_14","","","","","","","0","퀘스트","게임 중에 마을 사람에게 부탁받는 의뢰를 퀘스트라고 부릅니다.<LF>퀘스트 진행 상황은 {01C285}으로 메뉴를 열어 「Quest」 탭에서 확인할 수 있습니다."
"2015","","1","0","INFO_WINDOW_TUTORIAL_15","","","","","","","0","무기 타입","무기에는 한손검, 양손검, 창의 세 종류가 있습니다."
"2016","","1","0","INFO_WINDOW_TUTORIAL_16","","","","","","","0","재배","<NIER>의 집 마당에 있는 밭을 조사하면 가지고 있는 씨앗을 심을 수 있습니다.<LF>씨앗은 시간이 경과하면 성장하고, 곧 열매를 수확할 수 있습니다."
"2017","","1","0","INFO_WINDOW_TUTORIAL_17","","","","","","","0","강화","로봇산에 있는 형제의 가게에서는 필요한 재료와 돈을 내면 무기를 강화할 수 있습니다."
"2018","","1","0","INFO_WINDOW_TUTORIAL_18","","","","","","","0","상점","상점에서는 도구와 무기, 재료 등을 사고 팔 수 있습니다."
