"200000","","0","TIME","EXID_TOUCH_BOOCKW_00010","3","","","","0","26","¡Espera un momento! ¿Qué te crees que soy?"
"200001","","0","TIME","EXID_TOUCH_BOOCKW_00020","3","","","","0","26","¿Se supone que eso es una especie de saludo?"
"200002","","0","TIME","EXID_TOUCH_BOOCKW_00030","3","","","","0","26","Desde luego, espero que no me veas como algún tipo de animal doméstico."
"200003","","0","TIME","EXID_TOUCH_BOOCKW_00040","3","","","","0","26","¿Cómo es que no te cansas de tanta idiotez?"
"200004","","0","TIME","EXID_TOUCH_BOOCKW_00050","3","","","","0","26","¿Sí? ¿Tienes un secreto que te gustaría contarme?"
"200005","","0","TIME","EXID_TOUCH_BOOCKW_00060","3","","","","0","26","¿Qué es lo que encuentras tan divertido?"
"200006","","0","TIME","EXID_TOUCH_BOOCKW_00070","3","","","","0","26","Muy bien. Quizá deba deleitarte con un cuento que recordarás para siempre... *ejem*"
"200007","","0","TIME","EXID_TOUCH_BOOCKW_00080","3","","","","0","26","¿Es necesario que actúes de esa forma tan <FONT=ITALIC>informal</FONT>?"
"200008","","0","TIME","EXID_TOUCH_BOOCKW_00090","3","","","","0","26","¿Deseas la atención de Grimoire Weiss?"
"200009","","0","TIME","EXID_TOUCH_BOOCKW_00100","3","","","","0","26","¿Cuántas veces vas a repetir esa actividad sin sentido?"
"","","0","TIME","EXID_TOUCH_BOOCKW_00110","3","","","","0","26","¿No tenemos cosas más importantes que hacer?"
"","","0","TIME","EXID_TOUCH_BOOCKW_00120","3","","","","0","26","Pues podríamos... ¡Pardiez! ¡El gran Grimoire Weiss no ha terminado de hablar!"
"","","0","TIME","EXID_TOUCH_BOOCKW_00130","3","","","","0","26","Santo cielo, los chiquillos de hoy no respetan a sus mayores..."
"200010","","0","TIME","EXID_TOUCH_BOOCKW_00140","3","","","","0","26","¡Deja de andar haciendo cabriolas como si fueras un chiquillo!"
"200011","","0","TIME","EXID_TOUCH_BOOCKW_00150","3","","","","0","26","Veo que ahora te sientes más que a gusto a mi lado."
"200012","","0","TIME","EXID_TOUCH_BOOCKW_00160","3","","","","0","26","¡Ah, qué alegría ver que empiezas a cultivar tus modales!"
"200013","","0","TIME","EXID_TOUCH_BOOCKW_00170","3","","","","0","26","Nuestro viaje juntos ya puede considerarse un largo viaje, ¿verdad?"
"200014","","0","TIME","EXID_TOUCH_BOOCKW_00180","3","","","","0","26","Oh, ¿tienes que hacer eso?"
"200015","","0","TIME","EXID_TOUCH_BOOCKW_00190","3","","","","0","26","Veo que no tienes nada mejor que hacer."
"200016","","0","TIME","EXID_TOUCH_BOOCKW_00200","3","","","","0","26","¿Sí? ¿Qué pasa? ¡¿Qué es lo que quieres?!"
"200017","","0","TIME","EXID_TOUCH_BOOCKW_00210","3","","","","0","26","Supongo que podría concederte mi atención de vez en cuando."
"200018","","0","TIME","EXID_TOUCH_BOOCKW_00220","3","","","","0","26","¿Me has llamado?"
"200019","","0","TIME","EXID_TOUCH_BOOCKW_00230","3","","","","0","26","Supongo que un pequeño receso de vez en cuando no vendría mal."
"200020","","0","TIME","EXID_TOUCH_BOOCKW_00240","3","","","","0","26","No puede decirse que el tiempo que hemos compartido haya sido aburrido."
"200021","","0","TIME","EXID_TOUCH_BOOCKW_00250","3","","","","0","26","Muchacho, deberías considerar quedarte a descansar en casa de vez en cuando."
"","","0","TIME","EXID_TOUCH_BOOCKW_00260","3","","","","0","26","Bueno, olvida lo que he dicho. ¡Acudamos prestos a nuestra próxima aventura!"
"200022","","0","TIME","EXID_TOUCH_BOOCKW_00270","3","","","","0","26","¡Si necesitas jugar a esos jueguecitos con alguien, que sea con Emil!"
"","","0","TIME","EXID_TOUCH_SNOW_00010","3","","","","0","35","¡¿Eh?! ¡¿Por qué yo?!"
"200023","","0","TIME","EXID_TOUCH_BOOCKW_00280","3","","","","0","26","Ay, cómo me cansa tanta insolencia... ¡Fresca! ¡Abre esa bocaza tuya y dile que pare!"
"","","0","TIME","EXID_TOUCH_KAINE_00010","3","","","","0","28","Qué ganas de que descubras que solo sirves para que las patas de las mesas no cojeen."
"200024","","0","TIME","EXID_TOUCH_SNOW_00020","3","","","","0","35","Eh, ¿por qué Weiss es el que se lo pasa bien? Qué envidia."
"","","0","TIME","EXID_TOUCH_BOOCKW_00290","3","","","","0","26","¡Grimoire Weiss estaría más que dispuesto a cederte este placer!"
