"200000","","0","TIME","EXID_TOUCH_BOOCKW_00010","3","","","","0","26","예끼, 날 뭘로 보는 게냐?"
"200001","","0","TIME","EXID_TOUCH_BOOCKW_00020","3","","","","0","26","이건 설마 인사인가?"
"200002","","0","TIME","EXID_TOUCH_BOOCKW_00030","3","","","","0","26","이봐…… 개나 고양이로 착각하는 건가?"
"200003","","0","TIME","EXID_TOUCH_BOOCKW_00040","3","","","","0","26","휴우…… 너도 끈질기군."
"200004","","0","TIME","EXID_TOUCH_BOOCKW_00050","3","","","","0","26","뭘 숙덕거리는 거지?"
"200005","","0","TIME","EXID_TOUCH_BOOCKW_00060","3","","","","0","26","도대체 이게 어디가 재미있다는 건지."
"200006","","0","TIME","EXID_TOUCH_BOOCKW_00070","3","","","","0","26","그럼 내가 도움이 될 만한 이야기를 해 주지."
"200007","","0","TIME","EXID_TOUCH_BOOCKW_00080","3","","","","0","26","녀석, 거리낌이 없군."
"200008","","0","TIME","EXID_TOUCH_BOOCKW_00090","3","","","","0","26","뭐야, 날더러 놀아 달라는 게냐?"
"200009","","0","TIME","EXID_TOUCH_BOOCKW_00100","3","","","","0","26","같은 행동을 몇 번이고 몇 번이고……"
"","","0","TIME","EXID_TOUCH_BOOCKW_00110","3","","","","0","26","이런 것보다도 꼭 해야 할 일이 있지 않나?"
"","","0","TIME","EXID_TOUCH_BOOCKW_00120","3","","","","0","26","그리고 무엇보다도…… 이봐, 아직 내 말 안 끝났어!"
"","","0","TIME","EXID_TOUCH_BOOCKW_00130","3","","","","0","26","나 참, 요즘 젊은 것들은 노인 공경을 모르는 겐가……"
"200010","","0","TIME","EXID_TOUCH_BOOCKW_00140","3","","","","0","26","나 원, 어린애도 아니고!"
"200011","","0","TIME","EXID_TOUCH_BOOCKW_00150","3","","","","0","26","참 편하게 대하는군."
"200012","","0","TIME","EXID_TOUCH_BOOCKW_00160","3","","","","0","26","나를 공경할 마음이 들었나?"
"200013","","0","TIME","EXID_TOUCH_BOOCKW_00170","3","","","","0","26","생각해 보니 너와도 오래된 사이군."
"200014","","0","TIME","EXID_TOUCH_BOOCKW_00180","3","","","","0","26","……심심한가?"
"200015","","0","TIME","EXID_TOUCH_BOOCKW_00190","3","","","","0","26","…………심심한 거 맞군?"
"200016","","0","TIME","EXID_TOUCH_BOOCKW_00200","3","","","","0","26","무슨 일이지? 나한테 볼일이라도?"
"200017","","0","TIME","EXID_TOUCH_BOOCKW_00210","3","","","","0","26","가끔은 너를 상대해 주마."
"200018","","0","TIME","EXID_TOUCH_BOOCKW_00220","3","","","","0","26","뭐지, 불렀나?"
"200019","","0","TIME","EXID_TOUCH_BOOCKW_00230","3","","","","0","26","……음, 때로는 휴식도 좋겠지."
"200020","","0","TIME","EXID_TOUCH_BOOCKW_00240","3","","","","0","26","너를 만난 후로 매일같이 많은 일들이 있었으니……"
"200021","","0","TIME","EXID_TOUCH_BOOCKW_00250","3","","","","0","26","어때, 가끔은 집에서 느긋하게……"
"","","0","TIME","EXID_TOUCH_BOOCKW_00260","3","","","","0","26","아니, 이런 배려는 필요 없겠군. 서두르자고."
"200022","","0","TIME","EXID_TOUCH_BOOCKW_00270","3","","","","0","26","집요해! 집요하다고! 이런 건 에밀이랑 해라!"
"","","0","TIME","EXID_TOUCH_SNOW_00010","3","","","","0","35","저요!? 왜요!!"
"200023","","0","TIME","EXID_TOUCH_BOOCKW_00280","3","","","","0","26","예끼! 작작 하거라! 뭐라고 말 좀 해라, 속옷녀!"
"","","0","TIME","EXID_TOUCH_KAINE_00010","3","","","","0","28","페이지가 모두 빠져서 진짜 대머리 영감탱이가 되면 볼 만하겠군."
"200024","","0","TIME","EXID_TOUCH_SNOW_00020","3","","","","0","35","백 씨만 누리고, 치사해요……"
"","","0","TIME","EXID_TOUCH_BOOCKW_00290","3","","","","0","26","기꺼이 교대해 주지."
"","","0","TIME","EXID_TOUCH_KAINE_00020","3","","","","0","28","너무 많이 하면 손에 노인 냄새가 밴다."
"","","0","TIME","EXID_TOUCH_BOOCKW_00300","3","","","","0","26","짐승 냄새보다는 낫지 않겠나?"
"200025","","0","TIME","EXID_TOUCH_BOOCKW_00310","3","","","","0","26","볼일도 없는데…… 뭐, 됐다."
"200026","","0","TIME","EXID_TOUCH_BOOCKW_00320","3","","","","0","26","이봐, 놀고 있을 때냐!"
"200027","","0","TIME","EXID_TOUCH_BOOCKW_00330","3","","","","0","26","눈앞에 집중하도록!"
"200028","","0","TIME","EXID_TOUCH_BOOCKW_00340","3","","","","0","26","예끼, 방심해선 안 된다!"
"200029","","0","TIME","EXID_TOUCH_BOOCKW_00350","3","","","","0","26","네게 힘을 빌려줄 때가 오다니."
"200030","","0","TIME","EXID_TOUCH_BOOCKW_00360","3","","","","0","26","조금은 변했나 하고 기대했던 내가 바보였다."
"200031","","0","TIME","EXID_TOUCH_BOOCKW_00370","3","","","","0","26","이런 녀석이었지, 넌."
"200032","","0","TIME","EXID_TOUCH_BOOCKW_00380","3","","","","0","26","나는 확실히 기억하고 있다……"
"200033","","0","TIME","EXID_TOUCH_BOOCKW_00390","3","","","","0","26","……오랜만이구나, 카이네."
"200034","","0","TIME","EXID_TOUCH_BOOCKW_00400","3","","","","0","26","어지간히 여유로운가 본데?"
"200035","","0","TIME","EXID_TOUCH_BOOCKW_00410","3","","","","0","26","내게 마음을 빼앗긴 건 알겠지만 말이다."
"200036","","0","TIME","EXID_TOUCH_BOOCKW_00420","3","","","","0","26","나를 상대할 여유가 있다면 싸우는 게 어떠냐?"
"200037","","0","TIME","EXID_TOUCH_BOOCKW_00430","3","","","","0","26","놈을 쓰러뜨린 후에 마음껏 만지도록 해라!"
"200038","","0","TIME","EXID_TOUCH_BOOCKW_00440","3","","","","0","26","아야! 더 정중하게 다루지 못할까!"
"200039","","0","TIME","EXID_TOUCH_BOOCKW_00450","3","","","","0","26","나 참, 몇 번이고 몇 번이고. 작작 해라! 속옷녀!"
"200040","","0","TIME","BOOK_PLAYFUL_040","3","","","","0","26",""
"200041","","0","TIME","BOOK_PLAYFUL_041","3","","","","0","26",""
"200042","","0","TIME","BOOK_PLAYFUL_042","3","","","","0","26",""
"200043","","0","TIME","BOOK_PLAYFUL_043","3","","","","0","26",""
"200044","","0","TIME","BOOK_PLAYFUL_044","3","","","","0","26",""
"200045","","0","TIME","BOOK_PLAYFUL_045","3","","","","0","26",""
"200046","","0","TIME","BOOK_PLAYFUL_046","3","","","","0","26",""
