"200000","","0","TIME","EXID_TOUCH_BOOCKW_00010","3","","","","0","26","Moment mal! Was glaubst du eigentlich, was ich bin?"
"200001","","0","TIME","EXID_TOUCH_BOOCKW_00020","3","","","","0","26","Soll das eine Art Begrüßung oder so sein?"
"200002","","0","TIME","EXID_TOUCH_BOOCKW_00030","3","","","","0","26","Du betrachtest mich doch sicherlich nicht als eine Art Haustier."
"200003","","0","TIME","EXID_TOUCH_BOOCKW_00040","3","","","","0","26","Wie kommt es eigentlich, dass du diesen Schwachsinn nicht leid wirst?"
"200004","","0","TIME","EXID_TOUCH_BOOCKW_00050","3","","","","0","26","Und? Hast du da ein Geheimnis, das du mir verraten magst?"
"200005","","0","TIME","EXID_TOUCH_BOOCKW_00060","3","","","","0","26","Was findest du daran so amüsant?"
"200006","","0","TIME","EXID_TOUCH_BOOCKW_00070","3","","","","0","26","Nun gut. Vielleicht sollte ich dich mit einer Geschichte erfreuen ... *ähm*"
"200007","","0","TIME","EXID_TOUCH_BOOCKW_00080","3","","","","0","26","Musst du so tun, als ob wir so <FONT=ITALIC>vertraut</FONT> wären?"
"200008","","0","TIME","EXID_TOUCH_BOOCKW_00090","3","","","","0","26","Wünschst du die Aufmerksamkeit von Grimoire Weiss?"
"200009","","0","TIME","EXID_TOUCH_BOOCKW_00100","3","","","","0","26","Wie oft musst du diese sinnlose Aktivität noch wiederholen?"
"","","0","TIME","EXID_TOUCH_BOOCKW_00110","3","","","","0","26","Haben wir keine wichtigeren Dinge zu erledigen?"
"","","0","TIME","EXID_TOUCH_BOOCKW_00120","3","","","","0","26","Zum Beispiel könnten wir ... Also! Grimoire Weiss war noch nicht fertig!"
"","","0","TIME","EXID_TOUCH_BOOCKW_00130","3","","","","0","26","Gute Güte. Die Kinder haben heutzutage keinen Respekt mehr vor den Älteren ..."
"200010","","0","TIME","EXID_TOUCH_BOOCKW_00140","3","","","","0","26","Hör auf, herumzutollen, als wärst du ein Kind!"
"200011","","0","TIME","EXID_TOUCH_BOOCKW_00150","3","","","","0","26","Wie ich sehe, hast du dich an meine Anwesenheit gewöhnt."
"200012","","0","TIME","EXID_TOUCH_BOOCKW_00160","3","","","","0","26","Ah, schön, dass du Respekt vor sozial Höhergestellten entwickelt hast!"
"200013","","0","TIME","EXID_TOUCH_BOOCKW_00170","3","","","","0","26","Unsere gemeinsame Reise dauert wohl schon recht lange, hmm?"
"200014","","0","TIME","EXID_TOUCH_BOOCKW_00180","3","","","","0","26","Oh, MUSS das sein?"
"200015","","0","TIME","EXID_TOUCH_BOOCKW_00190","3","","","","0","26","Du hast nichts Besseres mit deiner Zeit anzufangen, wie ich sehe."
