"200000","","0","TIME","EXID_TOUCH_BOOCKW_00010","3","","","","0","26","Hold on, now! Just what do you think I am?"
"200001","","0","TIME","EXID_TOUCH_BOOCKW_00020","3","","","","0","26","Is this supposed to be some manner of greeting?"
"200002","","0","TIME","EXID_TOUCH_BOOCKW_00030","3","","","","0","26","Surely you don't see me as some manner of household pet."
"200003","","0","TIME","EXID_TOUCH_BOOCKW_00040","3","","","","0","26","How is it that you do not tire of such idiocy?"
"200004","","0","TIME","EXID_TOUCH_BOOCKW_00050","3","","","","0","26","Yes? Have you a secret you wish to tell me?"
"200005","","0","TIME","EXID_TOUCH_BOOCKW_00060","3","","","","0","26","What about this do you find so amusing?"
"200006","","0","TIME","EXID_TOUCH_BOOCKW_00070","3","","","","0","26","Very well. Perhaps I shall regale you with a tale that you will remember forevermore... *ahem*"
"200007","","0","TIME","EXID_TOUCH_BOOCKW_00080","3","","","","0","26","Must you act so <FONT=ITALIC>familiar</FONT>?"
"200008","","0","TIME","EXID_TOUCH_BOOCKW_00090","3","","","","0","26","Do you desire the attention of Grimoire Weiss?"
"200009","","0","TIME","EXID_TOUCH_BOOCKW_00100","3","","","","0","26","How many times must you repeat this pointless activity?"
"","","0","TIME","EXID_TOUCH_BOOCKW_00110","3","","","","0","26","Haven't we more important things we should be doing?"
"","","0","TIME","EXID_TOUCH_BOOCKW_00120","3","","","","0","26","For example, we could be— I say! The great Grimoire Weiss has not finished speaking!"
"","","0","TIME","EXID_TOUCH_BOOCKW_00130","3","","","","0","26","Heavens above, children these days have no respect for their elders..."
"200010","","0","TIME","EXID_TOUCH_BOOCKW_00140","3","","","","0","26","Stop cavorting about as if you were a child!"
"200011","","0","TIME","EXID_TOUCH_BOOCKW_00150","3","","","","0","26","I see you've grown quite comfortable around me."
"200012","","0","TIME","EXID_TOUCH_BOOCKW_00160","3","","","","0","26","Ah, it's good to see you've developed a reverence for your social betters!"
"200013","","0","TIME","EXID_TOUCH_BOOCKW_00170","3","","","","0","26","Our journey together has already been a long one, mmm?"
"200014","","0","TIME","EXID_TOUCH_BOOCKW_00180","3","","","","0","26","Oh, MUST you?"
"200015","","0","TIME","EXID_TOUCH_BOOCKW_00190","3","","","","0","26","Nothing better to do with your time, I see."
"200016","","0","TIME","EXID_TOUCH_BOOCKW_00200","3","","","","0","26","Yes? What is it? What do you want!?"
"200017","","0","TIME","EXID_TOUCH_BOOCKW_00210","3","","","","0","26","I suppose it couldn't hurt to grace you with my attention every now and again."
"200018","","0","TIME","EXID_TOUCH_BOOCKW_00220","3","","","","0","26","You rang?"
"200019","","0","TIME","EXID_TOUCH_BOOCKW_00230","3","","","","0","26","I suppose a short respite every now and again won't go amiss."
"200020","","0","TIME","EXID_TOUCH_BOOCKW_00240","3","","","","0","26","Say what you will about our time together, but it certainly hasn't been dull."
"200021","","0","TIME","EXID_TOUCH_BOOCKW_00250","3","","","","0","26","You know, lad, you might consider a relaxing night at home from time to time."
"","","0","TIME","EXID_TOUCH_BOOCKW_00260","3","","","","0","26","Er, no. Forget I said anything. Let us hurry forth on our next escapade!"
"200022","","0","TIME","EXID_TOUCH_BOOCKW_00270","3","","","","0","26","If you must play these foolish games with someone, play them with Emil!"
