"(Fyra! Fyra!)","(Fyra! Fyra!)","(¡Fyra! ¡Fyra!)."
"(Não! Por que você me protegeu!?","(No! Why did you protect me!?)","(¡No! ¡¿Por qué me has protegido?!)."
"(Fyra! Diga alguma coisa!)","(Fyra! Say something!)","(¡Fyra! ¡Di algo, por favor!)."
"(Chega, meu marido... o povo... está nervoso.)","(Enough, my husband... The people...are nervous.)","(Ya basta, mi marido... La gente... está nerviosa)."
"(Isso não importa! Fyra, você est-)","(Never mind that! Fyra, you're—)","(¡Eso da igual! Fyra, tú...)."
"(Obrigada.)","(Thank...you.)","(Gracias...)."
"(Você vai ficar bem.)","(You're going to be all right.)","(Te pondrás bien)."
"(Obrigada por fazer... alguém como eu... sua noiva.)","(Thank you for making...someone like me...your bride.)","(Gracias por aceptar... a alguien como yo... como esposa)."
"(Fyra! Não! Não saia! Fyra! Fyra! Volte!)","(Fyra! No! Don't leave! Fyra! FYRA! COME BACK!)","(¡Fyra! ¡No! ¡No te vayas! ¡Fyra! ¡Fyra! ¡Vuelve!)."
"(Ela se foi, meu suserano.)","(She is gone, my liege.)","(Se ha ido, mi señor)."
"(Uma rainha mais orgulhosa, mais esplêndida, nunca haverá.)","(A prouder, more splendid queen there will never be.)","(Jamás habrá una reina más gloriosa y brillante)."
"(Fyra...)","(Fyra...)","(Fyra...)."
"(Sua vida acabou de começar!)","(Your life had just begun!)","(¡Tu vida acababa de empezar!)."
"(Você veio de fora... sua existência era difícil...)","(You came from the outside... Your existence was hard...)","(Viniste de otras tierras... Habías tenido una vida complicada...)."
"(Mas você finalmente ficaria feliz!)","(But you were finally going to be happy!)","(¡Pero ibas a ser feliz al fin!)."
"(Meu suserano ...)","(My liege...)","(Mi señor...)."
"(Nós estávamos indo viajar. Para ver coisas novas. Para ficarmos juntos.)","(We were going to travel. To see new things. To be together.)","(Íbamos a viajar, a ver cosas nuevas y a estar juntos)."
"(Nós estaríamos juntos para sempre.)","(We were going to be together forever.)","(Íbamos a estar juntos para siempre)."
"(Prometemos um ao outro!)","(We promised each other!)","(¡Nos los habíamos prometido!)."
"(Todos os homens, pegue em armas! Os lobos morrem hoje à noite!)","(All men, take arms! The wolves die tonight!)","(¡Tomen las armas! ¡Los lobos morirán esta noche!)."
"Eu repensaria esse curso de ação, Rei. A frente está uma batalha que você não pode vencer.","I would rethink this course of action, King. Ahead lies a battle you cannot win.","Yo me lo replantearía, majestad. Se acerca una batalla de la que no podréis salir vencedor."
"(Meu suserano, não devemos!)","(My liege, we mustn't!)","(¡No deberíamos hacerlo, mi señor!)."
"(Então eu vou sozinho!)","(Then I go myself!)","(¡Pues iré yo!)."
"(Você não pode, meu senhor!)","(You can't, my lord!)","(¡No puede, mi señor!)."
"(Eles devem morrer! Mate os lobos! Mate todos eles!)","(They must die! Kill the wolves! Kill them all!)","(¡Deben morir! ¡Voy a matar a los lobos! ¡A todos!)."
"(A rainha desaprovaria muito essas ação!)","(The queen would very much frown upon this course of action!)","(¡La reina no estaría nada satisfecha con esta decisión!)."
"(......)","(......)","(......)"
"(Você é o rei e líder do povo mascarado.)","(You are the king and leader of the Masked People.)","(Usted es el rey y el líder del Pueblo enmascarado)."
"(Seu dever é para o seu povo e seus lares.)","(Your duty is to your people and their homes.)","(Se debe a su pueblo y a sus hogares)."
"(Embora a ameaça dos lobos pairam grandes, devemos primeiro solidificar as defesas de Facade.)","(While the threat of the wolves looms large, we must first solidify Facade's defenses.)","(Aunque la amenaza de los lobos sea considerable, primero debemos reforzar las defensas de Fachada)."
"(Eu imploro a você, não traga vergonha à memória da rainha. Como governante - ou marido.)","(I beg of you, do not bring shame to the queen's memory. As a ruler—or a husband.)","(Se lo ruego, no manche de vergüenza la memoria de la reina. Como rey... o como marido)."
