"(A rainha Fyra era uma mulher gentil.)","(Queen Fyra was a kind and gentle woman.)","(La reina Fyra era una mujer amable y noble)."
"(Todos em nossa cidade a amava, não?)","(All in our city loved her, did they not?)","(Toda la ciudad la quería, ¿no es cierto?)."
"(Ouça-me, homens da máscara! Quem é o nosso líder!?)","(Hear me, Men of the Mask! Who is our leader!?)","(¡Escuchadme, hombres enmascarados! ¡¿Quién es nuestro líder?!)."
"(O rei da Facade!)","(The king of Facade!)","(¡El rey de Fachada!)."
"(E quem é a amada do nosso rei!?","(And who is our king's beloved!?)","(¡¿Y quién es la amada de nuestro rey?!)."
"(Rainha Fyra!)","(Queen Fyra!)","(¡La reina Fyra!)."
"(Que manchou a corte com o sangue da nossa rainha!?)","(Who stained the court with the blood of our queen!?)","(¡¿Quién manchó la corte con la sangre de nuestra reina?!)."
"(Os lobos fizeram!)","(The wolves did!)","(¡Los lobos! ¡Los lobos!)."
"(Então quem são os que vencerão os lobos!?)","(Then who are the ones that will vanquish the wolves!?)","(Entonces, ¡¿quién debe aniquilar a los lobos?!)."
"(Os homens da máscara!)","(The Men of the Mask!)","(¡Los hombres enmascarados!)."
"(Senhor, solicito permissão para se juntar a esses homens em batalha.)","(Sire, I request permission to join these men in battle.)","(Mi señor, solicito permiso para unirme a estos hombres en la batalla)."
"(Peço desculpas; levou tempo para obter a bênção de todo cidadão para a guerra.)","(I apologize; it took time to obtain the blessing of every citizen for the war.)","(Pido disculpas; me ha llevado tiempo obtener el consentimiento de todos los ciudadanos para la guerra)."
"(Você visitou... todos eles?)","(You visited...all of them?)","(¿Los visitaste... a todos?)."
"(Eu fiz, meu suserano. Existem regras sobre esse tipo de coisa, afinal.)","(I did, my liege. There are rules about this sort of thing, after all.)","(Así es, mi señor. También hay reglas para este tipo de asuntos)."
"(Regras-)","(Rules—)","(Las reglas...)."
"(Não existam para prendê-lo. Elas existem para que você conheça suas liberdades.)","(Do not exist to bind you. They exist so you may know your freedoms.)","(No existen para atarle. Existen para que pueda conocer sus libertades)."
"(Eu... sim. Eu entendo agora.)","(I...yes. I understand now.)","(Sí... Ahora lo comprendo)."
"(Meu Suserano, você é um sucessor digno de seu pai.)","(My liege, you are a worthy successor to your father.)","(Mi señor, es un digno sucesor de su padre)."
"(Você...)","(You...)","(Tú...)."
"(Um rei tolo atrai um povo tolo. Não se esqueça disso.)","(A foolish king attracts a foolish people. Do not forget this.)","(Un rey estúpido atrae a gente estúpida. No lo olvide)."
"(Vocês são um povo tolo de fato, para sacrificar tanto por um idiota como eu.)","(You are a foolish people indeed, to sacrifice so much for an idiot like myself.)","(Desde luego, debéis ser estúpidos para sacrificar tanto por un idiota como yo)."
