"Aqui. Pode pegar o biscoito.","Here. You can have this cookie.","Toma. Cómete esta galleta."
"Não se preocupe, Yonah. Já estou cheio.","Don't worry about it, Yonah. I'm already full.","No te preocupes, Yonah. Estoy lleno."
"De novo? Você disse a mesma coisa ontem.","This again? That's what you said yesterday.","¿Otra vez? Eso es lo mismo que dijiste ayer."
"Você não tem comido nada ultimamente.","You haven't been eating anything lately.","No has comido nada últimamente."
"Vamos. Pelo menos pegue metade.","Come on. At least take half.","Venga, cómete media al menos."
"... Obrigado.","...Thanks.","Gracias..."
"Por quê...? Por quê...?","Why...? Why...?","¿Por qué...? ¿Por qué...?"
"...Ei.","...Hey.","Eh..."
"Agradeço por estar sempre ao meu lado.","Thanks for always being there for me.","Gracias por estar siempre ahí."
"Oh, aqui! Trouxe sua metade.","Oh, here! I brought your half.","¡Eh, mira! Te he traído tu mitad."
"Obrigado Yonah...","Thanks, Yonah...","Gracias, Yonah..."
