"...mil...Em... ...l. ...Emil!","...mil... Em... ...l. ...Emil!","... mil... Em... ...l. ¡Emil...!"
"Halua...","Halua...","Halua..."
"Emil, acorde.","Emil, wake up.","Emil, despierta."
"Halua, eu...","Halua, I...","Halua, yo..."
"Tudo bem. Acabou agora.","It's okay. It's over now.","Está bien. Se ha acabado."
"Eu vou sempre cuidar de você, Emil.","I'll always be watching over you, Emil.","Siempre cuidaré de ti, Emil."
"Obrigado, Halua.","Thank you, Halua.","Gracias, Halua."
"Emil!","Emil!","¡Emil!"
"Sim?","Yeah?","¿Sí?"
"Você está bem?","Are you all right?","¿Estás bien?"
"Eu ainda estou vivo! Sinto o poder da minha irmã dentro de mim!","I'm...still alive! I feel my sister's power inside me!","¡Sigo... vivo! ¡Siento el poder de mi hermana en mi interior!"
"Acho que posso controlar minhas habilidades agora!","I think I can control my abilities now!","¡Ahora puedo controlar mis habilidades!"
"Sim, estamos todos muito felizes. Agora vem já pra cá!","Yes, we're all quite pleased. Now get out here already!","Sí, estamos todos muy contentos. ¡Ahora largo de aquí!"
"Só um segundo. Eu não consigo... não consigo ver muito bem.","Just a second. I can't...I can't see very well.","Un momento. No veo... No veo muy bien."
"......!","......!","......!"
