"Essa é a número 6.","This is Number 6.","Esta es Número 6."
"Ela é... minha irmã.","She's...my sister.","Es... mi hermana."
"Essa coisa está viva!?","This thing is alive!?","¡¿Esta cosa está viva?!"
"Minha irmã é a maior arma já feita e...","My sister is the greatest weapon ever made, and...","Mi hermana es el arma más peligrosa jamás creada y..."
"Sim? Prossiga.","Yes? Go on.","¿Sí? Continúa."
"E com o poder dela, eu poderia erradicar minha maldição de petrificação.","And with her power, I could eradicate my petrification curse.","Y con su poder, podría eliminar mi maldición petrificadora."
"Então, qual é o plano aqui?","So what's the plan here?","¿Y cuál es el plan?"
"Primeiro você tem que me prometer algo.","First you have to promise me something.","Antes debéis prometerme una cosa."
"Hum?","Hmm?","¿Mmm?"
"Se minha irmã me engolir, de alguma forma...","If my sister somehow manages to swallow me up...","Si mi hermana lograse tragarme..."
"Se meu Eu original se perder...","If my original self becomes lost...","Y se pierde mi identidad propia..."
"Receio que eu tente machucar todos vocês.","I'm afraid I may try to hurt all of you.","Me temo que podría intentar atacaros."
"E se isso acontecer—","And if that happens—","Y si eso ocurriese..."
"Não, espera!","No, wait!","¡No, espera!"
"Então, quero que você me mate.","Then I want you to kill me.","Entonces, quiero que me mates."
"Você tem que tirá-lo de lá agora!","You have to get him out of there now!","¡Tienes que sacarlo de ahí ahora mismo!"
"Deixa comigo.","I'm on it.","Estoy en ello."
"Não vamos perder mais ninguém!","We're not gonna lose anyone else!","¡No vamos a perder a nadie más!"
