"Viva... Fique viva... Fique viva!","Alive... Stay alive... Stay alive!","No... No te mueras... ¡No te mueras!"
"Vovó...?","Grandma...?","¿Abuela...?"
"Kainé, você tem que viver! Você tem que voltar para nós!","Kainé, you gotta live! You gotta come back to us!","¡No puedes morir, Kainé! ¡Debes volver con nosotros!"
"Oh... ei...","Oh... Hey...","Oh... Eh..."
"Ah!","Ah!","¡Ah!"
"Emil. Foi você quem me chamou, não foi?","Emil. You were the one calling me, weren't you?","Emil. Eras tú quien me llamaba, ¿no?"
"Você ainda... me reconhece?","You still...recognize me?","¿Todavía... me reconoces?"
"Claro. Te reconheci imediatamente.","Of course. I knew you right away.","Por supuesto. Supe quién eras al instante."
"Obrigado, Kainé.","Thank you, Kainé.","Gracias, Kainé."
"Bem-vinda de volta, Kainé.","Welcome back, Kainé.","Bienvenida de nuevo, Kainé."
"Uau. Você cresceu.","Wow. You grew up.","Vaya, ¡cuánto has crecido!"
"Então... quanto tempo já passou?","So... How long has it been?","¿Cuánto tiempo ha pasado?"
"Cinco anos.","Five years.","Cinco años."
