"A pessoa que eu pedi ajuda para consertar o canal deve estar em Beira-Mar. Fique de olho em um homem carregando uma bolsa vermelha.","The person I asked to help with the canal repairs should be in Seafront. Keep an eye out for a man carrying a red bag.","La persona a la que pedí ayuda para la reparación del canal debería estar en Ciudad Costera. Busca a un hombre con un zurrón rojo."
"Um...","Um...","Mmm..."
"Ei, é você o cara que vai fazer o reparo do canal? Popola me mandou para...","Hey, uh, are you the guy who's supposed to help repair the canal? Popola sent me to—","Oye, eh, no serás tú la persona encargada de reparar el canal, ¿verdad? Popola me ha dicho que viniera a..."
"Oh Deus, acabou... Minha vida acabou!","Oh god, it's over... My life is over!","Madre mía, se acabó... ¡Mi vida ha llegado a su fin!"
"......","......","......"
"Você percebe que dessa atividade em específico não virá nada de bom, certo?","Surely you must realize nothing good can come of being involved with this particular endeavor?","Te das cuenta de que todo este asunto no puede acabar nada bien, ¿verdad?"
"Calma, Weiss. ... Ei, você está bem? O que aconteceu?","Easy, Weiss. ...Hey, so are you all right? What happened?","Tranquilo, Weiss... Oye, ¿estás bien? ¿Qué ha pasado?"
"É minha esposa. Ela saiu de casa há uma semana e não voltou...","It's my wife. She left home a week ago and hasn't come back...","Se trata de mi mujer. Lleva una semana sin aparecer por casa..."
"Estou tão preocupado que nem consigo me concentrar no meu trabalho... Oh, meu docinho de côco! Onde você está!?","I'm so worried I can't even focus on my work... Oh, my sweet dumpling! Where are you!?","Estoy tan preocupado que me resulta imposible centrarme en el trabajo... ¡Ay, pastelito mío! ¡¿Dónde te has metido?!"
"Uau, isso é terrível. Você gostaria que ajudássemos a procurá-la?","Wow, that's terrible. Would you like us to help you look for her?","Vaya, eso es horrible. ¿Quieres que te ayudemos a buscarla?"
"Sério!? Vocês fariam isso por mim!?","Really!? You'd do that for me!?","¿En serio? ¿Lo haríais por mí?"
"Claro! Er, mas você tem alguma ideia de onde devemos começar?","Sure! Er, but do you have any idea where we should start?","¡Claro! Pero... ¿tienes idea de por dónde podemos empezar a buscar?"
