"1100000","セーブしますか？","Salvar?","Sauvegarder ?","Speichern?","Vuoi salvare?","¿Guardar?","是否保存？","確定要保存嗎？","저장하겠습니까?"
"1100100","ロードしますか？","Carregar?","Charger ?","Laden?","Vuoi caricare?","¿Cargar?","是否加载？","確定要載入嗎？","로드하겠습니까?"
"1100200","完了しました","Operação concluída.","Opération terminée.","Vorgang abgeschlossen.","Operazione completata.","Operación completada.","已完成","已完成","완료했습니다."
"1100300","セーブに失敗しました","Falha ao salvar.","Échec de la sauvegarde.","Speichervorgang fehlgeschlagen.","Salvataggio non riuscito.","Error al guardar.","保存失败","保存失敗","저장에 실패했습니다."
"1110000","LEVEL","Nível","Niveau","Stufe","Livello","Nivel","LEVEL","LEVEL","LEVEL"
"1110100","DATE","Data","Date","Datum","Data","Fecha","DATE","DATE","DATE"
"1110200","TOTAL PLAY TIME","Tempo total de jogo","Temps de jeu total","Gesamtspielzeit","Tempo di gioco totale","Tiempo total de juego","TOTAL PLAY TIME","TOTAL PLAY TIME","TOTAL PLAY TIME"
"1110300","AREA","Localização","Lieu","Bereich","Luogo","Ubicación","AREA","AREA","AREA"
"1111000","セーブするスロットを選択してください","Selecione um arquivo de salvamento para armazenar seus dados de jogo.","Sélectionnez un fichier de sauvegarde pour stocker vos données de jeu.","Wähle eine Speicherdatei zum Speichern deiner Spieldaten aus.","Seleziona un file di salvataggio per memorizzare i tuoi dati di gioco.","Selecciona un archivo para guardar tus datos del juego.","请选择要存档的栏位","請選擇要保存的欄位。","저장할 슬롯을 선택하십시오."
"1111100","ロードするデータを選択してください","Selecione os dados do jogo que deseja carregar.","Sélectionnez les données de jeu à charger.","Wähle eine Spieldaten zum Laden aus.","Seleziona i dati di gioco che vuoi caricare.","Selecciona los datos del juego que te gustaría cargar.","请选择要加载的数据","請選擇要載入的資料。","로드할 데이터를 선택하십시오."
"1111500","現在の難易度","Nível atual de dificuldade:","Niveau de difficulté actuel :","Aktueller Schwierigkeitsgrad:","Livello di difficoltà attuale:","Nivel de dificultad actual:","当前难度","目前的難度","현재 난이도"
"1112000","No Data","Sem dados","Aucune donnée","Keine Daten","Nessun dato","Sin datos","No Data","No Data","No Data"
"1112100","破損データ","Dados corrompidos","Données corrompues","Fehlerhafte Daten","Dati danneggiati","Datos corruptos","受损数据","毀損資料","파손 데이터"
"1112500","Press Any Button","Pressione qualquer botão","Appuyer sur une touche","Beliebige Taste drücken","Premi un pulsante qualsiasi","Pulsa cualquier botón","Press Any Button","Press Any Button","Press Any Button"
"1113000","<NAME>の村","Vila de <NAME>","Village de <NAME>","Dorf von <NAME>","Villaggio di <NAME>","Aldea de <NAME>","<NAME>的村子","<NAME>的村子","<NAME>의 마을"
"1114000","セーブデータ１","Dados de salvamento 01","Sauvegarde 01","Speicherdatei 01","Dati salvati 01","Datos guardados 01","存档数据1","保存資料１","저장 데이터 1"
"1114100","セーブデータ２","Dados de salvamento 02","Sauvegarde 02","Speicherdatei 02","Dati salvati 02","Datos guardados 02","存档数据2","保存資料２","저장 데이터 2"
"1114200","セーブデータ３","Dados de salvamento 03","Sauvegarde 03","Speicherdatei 03","Dati salvati 03","Datos guardados 03","存档数据3","保存資料３","저장 데이터 3"
"1114300","システムデータ","Dados do sistema","Données système","Systemdaten","Dati di sistema","Datos del sistema","系统数据","系統資料","시스템 데이터"
"1114400","新規作成","Criar novo","Créer","Neu erstellen","Crea nuovi","Crear nuevos datos","新建","建立新檔","새로 만들기"
"1114500","記憶１","Memória 1","Mémoire 1","Speicher 1","Memoria 1","Recuerdo 1","记忆1","記憶1","기억 1"
"1114600","記憶２","Memória 2","Mémoire 2","Speicher 2","Memoria 2","Recuerdo 2","记忆2","記憶2","기억 2"
"1114700","記憶３","Memória 3","Mémoire 3","Speicher 3","Memoria 3","Recuerdo 3","记忆3","記憶3","기억 3"
"1114900","LEVEL：","Nível:","Niveau :","Stufe:","Livello:","Nivel:","LEVEL：","LEVEL：","LEVEL:"
"1115000","TOTAL PLAY TIME：","Tempo total de jogo:","Temps de jeu total :","Gesamtspielzeit:","Tempo di gioco totale:","Tiempo total de juego:","TOTAL PLAY TIME：","TOTAL PLAY TIME：","TOTAL PLAY TIME:"
"1115100","AREA：","Área:","Région :","Bereich:","Area:","Área:","AREA：","AREA：","AREA:"
"1115200","DIFFICULTY：","Dificuldade:","Difficulté :","Schwierigkeitsgrad:","Difficoltà:","Dificultad:","DIFFICULTY：","DIFFICULTY：","DIFFICULTY:"
"1115300","ENDING：","Final:","Fin :","Ende:","Finale:","Final:","ENDING：","ENDING：","ENDING:"
"1115400","システムデータです。","Dados do sistema","Données système","Systemdaten","Dati di sistema","Datos del sistema","这是系统数据。","系統資料。","시스템 데이터입니다."
"1115500","Nier Replicant ver.1.22474487139...","Nier Replicant ver.1.22474487139...","NieR Replicant ver.1.22474487139...","Nier Replikant Ver. 1.22474487139 ...","Nier Replicant ver.1.22474487139...","Nier Replicant ver.1.22474487139...","Nier Replicant ver.1.22474487139...","Nier Replicant ver.1.22474487139...","Nier Replicant ver.1.22474487139..."
"1115700","Save File","Arquivo de salvamento","Fichier de sauvegarde","Speicherdatei","File di salvataggio","Archivo guardado","Save File","Save File","Save File"
"1200000","強化","Forjando","Forgeage","Bearbeitung","Forgia","Forjado","强化","強化","강화"
"1200100","やめる","Cancelar","Annuler","Abbrechen","Annulla","Cancelar","放弃","離開","그만두기"
"1200200","攻撃力","Poder de ataque","Puissance d'attaque","Angriffsstärke","Potenza d'attacco","Poder de ataque","攻击力","攻擊力","공격력"
"1200300","重量","Peso","Poids","Gewicht","Peso","Peso","重量","重量","무게"
"1200400","強化費用","Custo de forjamento","Coût de forgeage","Bearbeitungskosten","Costo forgiatura","Coste de forjado","强化费用","強化費用","강화 비용"
"1200500","所持金","Dinheiro","Argent","Geld","Denaro","Dinero","持有金钱","持有金錢","소지금"
"1200600","強化可能な武器がありません","Você não possui nenhuma arma elegível para forjar.","Aucune arme éligible pour le forgeage.","Du hast keine Waffen zum Bearbeiten.","Non possiedi armi forgiabili.","No tienes ningún arma que puedas forjar.","没有可强化的武器","沒有可強化的武器","강화 가능한 무기가 없습니다."
"1200700","強化を行いますか？","Prosseguir com a forja?","Continuer à forger ?","Mit dem Bearbeiten fortfahren?","Procedere con la forgiatura?","¿Forjar?","是否进行强化？","確定要強化嗎？","강화를 하겠습니까?"
"1200800","はい","Sim","Oui","Ja","Sì","Sí","是","是","예"
"1200900","いいえ","Não","Non","Nein","No","No","否","否","아니요"
"1201000","G","G","G","G","O","G","G","G","G"
"1201100","Lv.1","Lv. 1","Niv. 1","St. 1","Liv. 1","Nv. 1","Lv.1","Lv.1","Lv.1"
"1201200","Lv.2","Lv. 2","Niv. 2","St. 2","Liv. 2","Nv. 2","Lv.2","Lv.2","Lv.2"
"1201300","Lv.3","Lv. 3","Niv. 3","St. 3","Liv. 3","Nv. 3","Lv.3","Lv.3","Lv.3"
"1203000","Lv.4","Lv. 4","Niv. 4","St. 4","Liv. 4","Nv. 4","Lv.4","Lv.4","Lv.4"
"1201400","必要素材","Material","Matériau","Material","Materiale","Material","所需材料","需要材料","필요 재료"
"1201500","必要数","Necessário","Requis","Benötigt","Necessario","Necesario","所需数量","需要數量","필요 수"
"1201600","所持数","Inventário","Inventaire","Gepäck","Inventario","Inventario","持有数量","持有數量","소지 수"
"1201700","現在この武器は強化できません","Você não pode forjar esta arma agora.","Impossible de forger cette arme.","Bearbeiten der Waffe derzeit unmöglich.","Non puoi forgiare quest'arma ora.","No puedes forjar esta arma ahora mismo.","当前无法强化此武器","目前此武器無法強化","현재 이 무기는 강화할 수 없습니다."
"1201800","魔力","Poder mágico","Puissance magique","Magiestärke","Potenza magica","Poder mágico","魔力","魔力","마력"
"1201900","→","→","→","→","→","→","→","→","→"
"1202000","武器屋","Loja de armas","Armurerie","Waffenladen","Negozio di armi","Tienda de armas","武器店","武器店","무기상"
"1202100","道具屋","Loja de itens","Apothicairerie","Warenladen","Emporio","Tienda de objetos","工具店","道具店","도구상"
"1202200","花屋","Loja de flores","Fleuriste","Blumenladen","Fiorista","Floristería","花店","花店","꽃집"
"1202300","素材屋","Loja de materiais","Magasin de matériaux","Materialienladen","Negozio di materiali","Tienda de materiales","材料店","材料店","재료상"
"1202400","食料品店","Mercado","Épicerie","Lebensmittelladen","Negozio di alimentari","Tienda de alimentación","食品店","食材店","식료품점"
"1202500","魚屋","Loja de peixes","Poissonnerie","Fischladen","Pescheria","Pescadería","鱼店","魚店","생선 가게"
"1202600","変なモノ屋","Loja de coisas estranhas","Magasin de curiosités","Seltsame-Dinge-Laden","Emporio di amenità","Tienda de objetos raros","奇异商店","怪異商店","괴짜 상점"
"1202700","釣り具屋","Loja de equipamentos de pesca","Magasin d'appâts","Ausrüstungsladen","Negozio di pesca","Tienda de aparejos","渔具店","釣具店","낚시 도구점"
"1202800","変なモノ屋","Loja de coisas estranhas","Magasin de curiosités","Seltsame-Dinge-Laden","Emporio di amenità","Tienda de objetos raros","奇异商店","怪異商店","괴짜 상점"
"1202900","鍛冶屋","Ferreiro","Forge","Schmied","Fabbro","Herrero","铁匠铺","冶鍊店","대장간"
"1300000","買う","Comprar","Acheter","Kaufen","Acquista","Comprar","购买","購買","사기"
"1300100","売る","Vender","Vendre","Verkaufen","Vendi","Vender","出售","出售","팔기"
"1300200","やめる","Cancelar","Annuler","Abbrechen","Annulla","Cancelar","放弃","離開","그만두기"
"1300300","攻撃力","Poder de Ataque","Puissance d'attaque","Angriffsstärke","Potenza d'attacco","Poder de ataque","攻击力","攻擊力","공격력"
"1300400","重量","Peso","Poids","Gewicht","Peso","Peso","重量","重量","무게"
"1300500","合計","Total","Total","Gesamt","Totale","Total","合计","總計","합계"
"1300600","所持金","Dinheiro","Argent","Geld","Denaro","Dinero","持有金钱","持有金錢","소지금"
"1300700","売却できるアイテムがありません","Você não tem itens para vender.","Vous n'avez aucun objet à vendre.","Du hast keine Gegenstände zum Verkaufen.","Non possiedi oggetti da vendere.","No tienes objetos para vender.","没有可出售的道具","沒有可出售的道具","팔 수 있는 아이템이 없습니다."
"1300800","購入できるアイテムがありません","Não há itens que você possa comprar.","Vous ne pouvez acheter aucun objet.","Es gibt keine Gegenstände zum Kaufen.","Non puoi comprare alcun oggetto.","No hay ningún objeto que puedas comprar.","没有可购买的道具","沒有可購買的道具","살 수 있는 아이템이 없습니다."
"1300900","以上のアイテムを購入しますか？","Comprar esses itens?","Confirmer l'achat ?","Einkauf bestätigen?","Confermi l'acquisto?","¿Confirmas la compra?","是否购买以上道具？","確定要購買以上道具嗎？","이상의 아이템을 사겠습니까?"
"1301000","以上のアイテムを売却しますか？","Vender esses itens?","Confirmer la vente ?","Verkauf bestätigen?","Confermi la vendita?","¿Confirmas la venta?","是否出售以上道具？","確定要出售以上道具嗎？","이상의 아이템을 팔겠습니까?"
"1301100","はい","Sim","Oui","Ja","Sì","Sí","是","是","예"
"1301200","いいえ","Não","Non","Nein","No","No","否","否","아니요"
"1301300","G","G","G","G","O","G","G","G","G"
"1301400","(","(","(","(","(","(","（","(","("
"1301500",")",")",")",")",")",")","）",")",")"
