"Chega de brincadeiras!","Enough horseplay!","¡Se acabaron ya las tonterías!"
"Perdemos muito tempo nisso.","We lost a good deal of time with that.","Hemos perdido demasiado tiempo con eso."
"...Sim.","...Yeah.","Sí..."
"Se essa sala realmente contém o poder de controlar toda a magia,","If this room truly contains the power to control all magic,","Si esta sala puede controlar la magia,"
"Eu posso usá-la para curar meus olhos."," I can use it to cure my eyes.","Podré curar mis ojos."
"Se pudéssemos curar Emil e Kainé de uma vez, seria maravilhoso. Matar dois coelhos com uma, er... cajadada... como dizem.","If we could heal both Emil and Kainé at once, it would be quite an achievement. Two birds with one, er...stone...as they say.","Sería todo un logro si pudiéramos curar a Emil y Kainé al mismo tiempo."
"Uau, Weiss. Não sabia que você se importava.","Wow, Weiss. I didn't think you cared.","Vaya, Weiss, pensaba que no te importaba."
"Talvez esse livro esteja ficando um pouco sentimental em sua velhice!","Perhaps this tome is getting a bit sappy in his old age!","Parece que este viejo tomo empieza a volverse sensiblero con la edad."
"Deve estar por aqui em algum lugar...","It should be right around here somewhere...","Debería estar por aquí en alguna parte..."
,,
,,
,,
,,
"Guarde sua arma! Um golpe físico certamente machucaria o menino!","Sheathe your weapon! A physical blow would doubtless harm the boy!","¡Envaina el arma! ¡Podrías hacerle daño al crío!"
"Devemos usar magia para derrotar essa fera!","We must use magic to defeat this beast!","¡Tenemos que hacer uso de la magia para acabar con la bestia!"
,,
,,
"Emil! Estamos indo te buscar!","Emil! We're coming for you!","¡Emil, vamos a por ti!"
"Volte para nós!","Come back to us!","¡Regresa con nosotros!"
"Não! Não! Não olhem para mim!","No! Don't! Don't look at me!","¡No! ¡No me miréis!"
"Emil, o que houve?","Emil, what's wrong?","¿Qué pasa, Emil?"
"Fique longe!","Stay back!","¡Atrás!"
"Depressa! Ainda temos tempo de salvá-lo!","Hurry! There's still time to save him!","¡Rápido! ¡Todavía estamos a tiempo de salvarle!"
"Eu sei que tem!","I know there is!","¡Claro que sí!"
"Quanta raiva acumulada nessa criatura! Como ela sobreviveu nos últimos cinco anos?!","What anger this creature must have! How did it even survive these past five years!?","¡Cuánta ira debe albergar! ¡¿Cómo habrá sobrevivido los últimos cinco años?!"
