"0","2","26","4294967295","6.7","7.7","6.8","7.8","","","","Finalmente."
"","","","","8","9.2","8.2","10","","","","Dove mi trovo?"
"","","","","11","14.9","11.3","14.5","","","","Da quanto tempo, Grimoire Weiss."
"","","","","15","18","15","18.5","","","","Chi sei? Che posto è questo?"
"","","","","18","23.8","18.8","23","","","","Sono Grimoire Noir... Sono te."
"","","","","24.3","26.8","24.5","26","","","","Cosa?"
"","","","","26.8","33.8","26.8","32.5","","","","Non ricordi, Grimoire Weiss? Noi due serviamo a uno scopo più nobile."
"","","","","34.9","39","34.7","37","","","","Basta menzogne! Sta' indietro!"
"","","","","40","43.8","38.3","41","","","","Perché ti ostini a reprimere questi ricordi?"
"","","","","44.2","47","41.5","44.5","","","","Hai paura di ferire chi ti vuole bene?"
"","","","","48.6","50","48.5","49.5","","","","Non dire assurdità!"
"","","","","50.8","52.5","50.6","52.3","","","","Rifiutare così la tua natura... Sei ridicolo!"
"","","","","53","56.5","52.5","56.5","","","","Noi siamo solo libri, creati per servire il Signore delle Ombre!"
"","","","","56.9","61","56.7","59","","","","Non hai alcun diritto di voltargli le spalle!"
"","","","","61.3","62.5","60.8","62.5","","","","Il Signore delle Ombre..."
"","","","","62.7","65.5","62.8","65.5","","","","Ricordi il nostro sommo obiettivo?"
"","","","","65.5","69","66","68.6","","","","Il nostro... sommo obiettivo..."
"","","","","69.5","74.7","68.5","73.7","","","","Bianco e nero si fonderanno e libereranno le Ombre in tutto il mondo!"
"","","","","74.7","81.6","73.7","80.9","","","","Fonderci? Noi? No, non posso! Non lo farò! Giammai!"
"","","","","81.9","84","81","83.3","","","","Il tuo incontro fortuito con questo ragazzo..."
"","","","","85","88.5","84","86.5","","","","Tutti i Versi sigillati che hai recuperato..."
"","","","","89","92","86.5","90","","","","È stato tutto congegnato e orchestrato dal Signore delle Ombre!"
"","","","","92.8","96.5","91.5","95","","","","No... Tutte bugie..."
"","","","","99.5","106.5","99.3","103.5","","","","È giunto il momento di creare un mondo nuovo. Un mondo senza imperfezioni."
"","","","","108.5","112.3","106.5","110.5","","","","In cui io e te diventeremo una cosa sola."
"","","","","116","119.8","117.5","120.4","","","","Diventare... una cosa sola..."
"","","","","120.8","123","120.8","123","","","","Weiss, brutto imbecille!"
"","","","","123.2","126.5","123.2","126.5","","","","Kai...né...?"
"","","","","127.5","130.8","127.5","130.5","","","","Vedi di ragionare, mucchio di pagine ammuffite, o te ne pentirai!"
"","","","","131","132.78","130.8","132.8","","","","Ti strapperò via le pagine una dopo l'altra!"
"","","","","132.8","136","133","134.8","","","","Anzi, ti lancio in una cazzo di fornace!"
"","","","","136","139.4","135","138.5","","","","Come può qualcuno così intelligente farsi ipnotizzare come un coglioncello? Eh?"
"","","","","139.4","142.2","139","141","","","","Oh, Signore delle Ombre! Ti amo, Signore delle Ombre!"
"","","","","142.3","145.9","141.5","144.2","","","","Vieni qui, Signore delle Ombre, Weiss vuole limonarti tutto!"
"","","","","146","149","144.5","148","","","","Ora vedi di darti una svegliata e AIUTACI, PORCA DI QUELLA PUTTANA!"
"","","","","152.3","157.9","153","159","","","","Sono una cosa sola con il Signore del...<LF>Eh? Coglioncello?"
"","","","","159.5","165.7","160","165.5","","","","Noi Grimoire esistiamo per creare un nuovo e giusto paradiso in questo modo."
"","","","","166","169.7","166.3","169.7","","","","Io e te dobbiamo unirci! È il mondo a richiederlo!"
"","","","","169.7","171.5","169.7","171.7","","","","... Paradiso?"
"","","","","171.5","175.8","171.8","175.8","","","","Sì, e siamo vicinissimi a riuscirci!"
"","","","","176.2","179","176.3","178.5","","","","Ti prego, Weiss, non andare..."
"","","","","181","183.6","181","183","","","","Chi... chi parla?"
