"0","2","26","4294967295","7.9","10","7.9","10","","","","¿Yonah? ¡Dime algo!"
"","","","","10.8","13.5","10.8","13.5","","","","No te preocupes, estoy bien... ¿Cómo estás tú?"
"","","","","13.6","16","13.6","16","","","","Ahh, esos tipos eran poca cosa."
"","","","","16.3","22","16.3","22.4","","","","Genial... Ah, por cierto, encontré esto mientras no estabas."
"","","","","22.8","25.8","22.8","25.8","","","","Anda, ¿es una galleta?"
"","","","","25.9","28.8","25.9","28.8","","","","Toma, podemos repartírnosla."
"","","","","29","31","29","30","","","","No, para ti."
"","","","","31.8","34","31.8","34","","","","¡No! Tú también necesitas comer."
"","","","","36.3","38","36.3","38","","","","Vale. Para mí la parte más pequeña."
"","","","","38","44.6","38","44.6","","","","No. Vamos, tienes que mantener las fuer..."
"","","","","50.7","53","51.1","53","","","","¿Yonah? ¡Yonah!"
"","","","","54","65.4","54","63","","","","Oh, no... Perdóname, se me ha caído la galleta... Ha sido sin querer..."
"","","","","65.4","70","65.6","70","","","","¿Yonah...? ¿Por qué has...?"
"","","","","70.8","79.5","70.8","79.5","","","","Siempre... me has ayudado tú... así que... yo solo quería..."
"","","","","79.6","84","79.6","84","","","","¡No! ¡Yonah! ¡Yonah!"
"","","","","92.5","94","92.5","94","","","","Necesitamos ayuda..."
"","","","","95.3","101.5","95.5","101.5","","","","¡Necesitamos ayuda! ¡Socorro!"
"","","","","140.7","144","140.7","142","","","","Oh, Yonah..."
""
