"0","2","26","4294967295","7.3","9.5","7.3","9.7","","","","再等一下就好，悠娜。"
"","","","","10","13.2","10.5","13.4","","","","我終於收集到了『被封印的話語』。"
"","","","","13.8","17.2","14.1","17.2","","","","接下來只要找到『黑書』那傢伙就好……"
"","","","","18.9","23.5","19.2","23.3","","","","哥哥不要緊嗎？會不會有危險？"
"","","","","24.1","26.6","25","26","","","","嗯，不用擔心！"
"","","","","27","32.2","27","32.2","","","","悠娜的發燒跟咳嗽也會變好嗎……？"
"","","","","38","40","38.5","39","","","","悠娜？"
"","","","","41.5","48.8","41.8","48.8","","","","哥哥……不要討厭悠娜喔。"
"","","","","49","50.6","49.5","50.8","","","","怎麼突然這麼說？"
"","","","","50.9","59","51.2","58.5","","","","就算悠娜長出大量黑色花紋，也不要討厭我喔。"
"","","","","59.7","62","59.7","62","","","","……我怎麼可能討厭妳！"
"","","","","63.4","66","63.8","66.3","","","","我去跟波波菈小姐借一點藥喔。"
""
