"0","2","26","4294967295","5","5.7","5","6","","","","小白！"
"","","","","7.2","8","7.2","8","","","","怎麼可能！"
"","","","","10","12","10","12","","","","啊……"
"","","","","20.5","23.5","20.5","23.5","","","","你總有一天……會明白。"
"","","","","29.5","32","29.5","32","","","","悠娜……"
"","","","","32.5","34","32.5","34","","","","快起來！"
"","","","","34.2","35.1","34.2","35.1","","","","不要啊啊啊啊！"
"","","","","37","40","37.3","41","","","","把悠娜……還來……"
"","","","","46.7","53","46.5","51","","","","不管怎麼樣……一切終究還是會回到我們手中。"
"","","","","58.2","72","59.2","71","","","","悠娜……悠娜……悠娜……"
"","","","","75.88","76.68","75.88","76.68","","","","沒事吧！？"
"","","","","76.75","78.2","77.5","78.2","","","","把悠娜……"
"","","","","78.25","80","78.25","80","","","","這是……血？"
"","","","","80.4","82","80.4","82","","","","……看來……"
"","","","","82.7","86","82.7","85","","","","我們好像徹底輸了。"
"","","","","86.1","89.15","86.1","88","","","","我……「們」？"
"","","","","89.25","94.5","89.25","94.5","","","","抱歉，我也……撐不住了。"
"","","","","96.9","98.4","96.9","98.4","","","","凱寧姊……"
"","","","","98.6","104.6","98.6","104","","","","不要哭，艾米爾。最後好歹要徹底解決這傢伙。"
"","","","","104.95","106","104.95","106","","","","艾米爾！"
"","","","","106.3","107.5","106.3","107.5","","","","好、好的！"
"","","","","108.3","111","108.3","111","","","","將我……"
"","","","","115.1","121.6","115.1","121","","","","將我石化吧。讓我身上的魔物成為封印的基石，把這傢伙關在裡面。"
"","","","","121.8","124","122.5","124","","","","這種事……"
"","","","","124","126.4","124","126.4","","","","凱……寧……不可以。"
"","","","","126.4","131.4","126.4","131.4","","","","沒錯，不可以！我辦不到，這等於是讓妳去送死！"
"","","","","131.5","137.1","131.5","135","","","","你的力量是守護夥伴的力量……不是嗎？"
"","","","","138.3","140","138.3","140","","","","凱寧姊……"
"","","","","140.7","142.4","140.7","142.4","","","","快點動手。"
"","","","","142.4","143.7","142.4","143.7","","","","可是……"
"","","","","144","147.5","144","147.5","","","","我已經到極限，快壓不住門了！"
"","","","","148","151","148","151","","","","我……到底該怎麼做……"
""
