"0","2","26","4294967295","3.6","6.5","3.6","5","","","","Maledizione! Dove sono?!"
"","","","","8.1","11.5","8.2","10.5","","","","Forza! Non devono sfuggirci!"
"","","","","14.8","18","14.8","18","","","","Moriremo, mamma?"
"","","","","19","21","19","21","","","","Tesoro mio..."
"","","","","21","23.5","21","23.5","","","","C'è qualcosa laggiù!"
"","","","","25.5","29.6","25.5","29.6","","","","Tesoro mio, ormai sei grande. Devi essere forte."
"","","","","31","33.7","31","33.7","","","","Scappa, ora. Hai capito? Scappa più in fretta che puoi."
"","","","","34","35.5","34","35.5","","","","E tu che farai?"
"","","","","35.6","38.5","35.6","38.5","","","","Li affronterò, così avrai il tempo di fuggire."
"","","","","38.8","40.8","38.8","40.8","","","","No! Non puoi!"
"","","","","41","46","41","46","","","","Abbi cura di te, tesoro mio. E sii felice."
"","","","","46.2","52.5","46.2","52.5","","","","Promettimi che ti ricorderai di me."
"","","","","52.8","56.7","52.8","56.7","","","","Mamma? Mamma, aspetta! Vieni con me!"
"","","","","57","61.7","57","61.7","","","","Maaammaaa!"
"","","","","62.3","64.7","62.8","64.7","","","","Sono qui dentro!"
"","","","","74","83","74","83","","","","Mamma, no! Non abbandonarmi!"
""
