"0","2","26","4294967295","15.4","17","15.4","17","","","","Oooh..."
"","","","","26","27.5","26","27.5","","","","Tout va bien ?"
"","","","","29.8","30.7","29.8","30.7","","","","... Yonah ?"
"","","","","31.3","35.3","31.5","35.5","","","","C'est toi. C'est toi qui m'as aidée... pas vrai ?"
"","","","","56.4","58","56.4","58","","","","Merci infiniment !"
"","","","","61.3","63.3","61.5","63","","","","Je suis contente que tu ailles bien."
"","","","","71.3","72.8","71.3","72.5","","","","Qu'est-ce qui ne va pas ?"
"","","","","73.2","74.2","73.5","74.2","","","","Hein ?"
"","","","","75","81.7","75","81","","","","Eh bien, tu as vaincu le Maître des Ombres, mais... tu n'as pas l'air heureuse."
"","","","","84","87","84.3","85.3","","","","Ah bon ?"
"","","","","96.4","100","96.4","100","","","","C'est une larme lunaire ! Elle est très jolie !"
"","","","","101","104","101","104","","","",""
"","","","","113.7","115.7","114","115.7","","","","Est-ce que tu pleures ?"
"","","","","116.5","122.5","117","122.5","","","","Euh... Ouais. Je crois que oui."
"","","","","141.4","147.9","141.4","147.9","","","","C'est comme si je venais de trouver quelque chose de spécial."
"","","","","149","153.1","149.5","153.5","","","","Quelque chose d'unique."
""
