"0","2","26","4294967295","10.5","16.2","10.5","16.2","","","","Vovó... posso descansar agora? Estou tão cansada."
"","","","","24.2","26","24.2","26","","","","Kainé! Por aqui!"
"","","","","27.7","32","27.7","32","","","","Não desista! Você é mais forte que isso! Não se atreva a desistir agora!"
"","","","","32","36","32","36","","","","Essa mulher não vale o trabalho que dá."
"","","","","40.6","41.5","40.6","41.5","","","","É isso, vamos lá!"
"","","","","46","48.7","46","48.7","","","","Você vai viver, Kainé."
"","","","","50","54","50","54","","","","Viver? Para quê?"
"","","","","54.4","56","54.9","56","","","","O quê?"
"","","","","59.95","65","58.5","65","","","","Hmph. Consegui me vingar. E agora... acabou."
"","","","","65.3","68.7","65.6","68.7","","","","Oh, agora, veja só! Que maravilha!"
"","","","","68.7","69.7","68.7","69.7","","","","Weiss!"
"","","","","69.7","74.1","69.7","74.3","","","","Te ajudamos em sua busca louca por vingança, e agora, você quer se despedir assim, do nada?"
"","","","","74.1","79.7","75","79","","","","Como uma lutadora tão talentosa pode ser amaldiçoada com uma cabeça tão dura?"
"","","","","80","84.5","79.8","84.5","","","","Um verdadeiro guerreiro lutaria! Eles dariam tudo a serviço de seus amigos!"
"","","","","84.6","85.5","84.6","85.5","","","","... Amigos?"
"","","","","85.6","89.5","85.6","89.5","","","","Está certo... ele está certo! Kainé, somos amigos agora!"
"","","","","89.5","92.1","89.5","92.1","","","","Veja bem! Esse não era o ponto!"
"","","","","92.3","93.7","92.3","93.7","","","","Ok, então qual é o ponto?"
"","","","","93.7","94.7","93.7","94.7","","","","Er..."
"","","","","95.35","97.9","95.35","97.9","","","","Kainé! Precisamos da sua ajuda. Você vai lutar conosco?"
"","","","","97.9","100.4","97.9","100.4","","","","Tolo! Você não pode simplesmente perguntar a ela assim, do nada!"
"","","","","100.5","106.5","100.5","106.5","","","","Há uma ordem adequada para esses assuntos! É preciso abordar o tópico<LF>com palavras cuidadosamente selecionadas antes de iniciar as negociações para-"
"","","","","106.5","107.2","106.5","107.2","","","","Cale a boca, LIVRO."
"","","","","109","114","109","114","","","","Li-livro!? Como você ousa! Eu sou Grimório Weiss, portador do poder arcano-"
"","","","","114","114.9","114","114.9","","","","Weiss, então."
"","","","","115","117.8","115","117.8","","","","Não abrevie meu nome!"
"","","","","118.3","121.5","118.3","121.5","","","","Você é um idiota... mas está certo."
"","","","","121.8","123.8","121.8","123.8","","","","Não posso simplesmente viver atrás de vingança..."
"","","","","125","128","125.5","128","","","","Quer dizer... você está conosco?"
"","","","","133.9","139.5","133.9","139.5","","","","Essas minhas espadas precisam de um lar de verdade... mas você servirá por enquanto."
""
