"1000","","4","STREAM","EID_0050_a0015g_0010_NIER010_X","0.5","","","","0","25","Get away, you freaks!"
"1001","","4","STREAM","EID_0050_a0015g_0020_NIER010_X","0.5"," ","","","0","25","I'll kill you all!"
"1002","","4","STREAM","EID_0050_a0015g_0030_NIER010_X","0.5","","","","0","",""
"","","4","STREAM","EID_0050_a0022_0010_YONAH010_X","3","","","","0","",""
"1003","","4","STREAM","EID_0050_a0030g_0010_NIER010_X","0.5","","","","0","25","Damn... How many of these things are there?"
"1004","","4","STREAM","EID_0050_a0030g_0020_NIER010_X","0.5","","","","0","25","They just keep coming!"
"1005","","4","STREAM","EID_0050_a0030g_0030_NIER010_X","0.5","","","","0","25","I won't let you lay a finger on Yonah!"
"1006","","4","STREAM","EID_0050_a0030g_0040_NIER010_X","0.5","","","","0","25",""
"1007","","4","STREAM","EID_0050_a0040g_0020_NIER010_X","0.5","","","","0","25","I won't let you do this!"
"1008","","4","STREAM","EID_0050_a0040g_0030_NIER010_X","0.5","","","","0","25","I won't let anyone hurt Yonah!"
"1009","","4","STREAM","EID_0050_a0040g_0040_NIER010_X","0.5","","","","0","25","So this is the power of the black book..."
"1010","","4","STREAM","EID_0050_a0040g_0050_NIER010_X","0.5","","","","0","25","Is that all you got!?"
"1011","","4","STREAM","EID_0100_a0020_00414_NIER010_X","3"," ","","","0","2","Well, crap. Guess I won't be crossing here."
"1012","","4","STREAM","EID_0100_a0020_00415_NIER010_X","0.5","","","","0","2","Damn! What are Shades doing so close to town?"
"1013","","4","STREAM","EID_0100_a0020_00416_NIER010_X","0.5","","","","0","2","I can't just let 'em go."
"","","4","STREAM","EID_0100_a0020_00417_NIER010_X","0.5","","","","0","2","I have to protect the village. And Yonah!"
"1014","","4","STREAM","EID_0100_a0020_00418_NIER010_X","3","","","","0","2","I had no idea Shades were loose so close to the village..."
"1015","","4","STREAM","EID_0100_a0020_00416_NIER010_X","0.5","","","","0","2","I can't just let 'em go."
"1016","1017","4","STREAM","EID_0100_a0020_00419_NIER010_X","3"," ","","","0","2","I can't even go hunting in peace anymore."
"1017","","4","STREAM","EID_0100_a0020_00420_NIER010_X","3"," ","","","0","2","I'd better get this meat to the shopkeeper."
"1018","","4","STREAM","EID_0100_a0055g_0010_NIER010_X","0.5"," ","","","0","2","Yonah..."
"","","4","STREAM","EID_0100_a0055g_0002_NIER010_X","0.5"," ","","","0","2","I have to get to the eastern gate."
"1019","","4","STREAM","EID_0200_a0015g_0011_NIER010_X","0.5","","","","0","2","Oh no, there are Shades here, too!?"
"1020","","4","STREAM","EID_0200_a0015g_0012_NIER010_X","0.5","","","","0","2","She'll never make it out of here!"
"1021","","4","STREAM","EID_0200_a0015g_0020_NIER010_X","0.5","","","","0","2","I'm coming, Yonah!"
"1022","","4","STREAM","EID_0200_a0030g_0010_NIER010_X","0.5","","","","0","2","What is it with these things!?"
"1023","","4","STREAM","EID_0200_a0030g_0015_NIER010_X","0.5"," ","","","0","2","I don't have time for this! I have to save Yonah!"
"1024","","4","STREAM","EID_0200_a0030g_0030_NIER010_X","0.5","","","<CB=EID_0200_a0030g_Talk02_End>","0","2","Give her back!"
"1025","","4","STREAM","EID_0200_a0030g_0020_NIER010_X","0.5","","","<CB=EID_0200_a0030g_Talk03_End>","0","2","Get out of my way!"
"1026","","4","STREAM","EID_0200_a0030g_0040_NIER010_X","0.5"," ","","<CB=EID_0200_a0030g_Talk04_End>","0","2","Give my sister back!"
"1027","","4","STREAM","EID_0200_a0090_0005_NIER010_X","3"," ","","","0","2","Yonah!"
"1028","","4","STREAM","EID_0200_a0035_0030_BOOKW010_X","1"," ","","","0","25","By the heavens, I have never been treated in such a manner!"
"","","4","STREAM","EID_0200_a0035_0040_BOOKW010_X","0.05"," ","","","0","25","I am a being of incalculable importance, and yet<LF>you approach me as a common cockroach."
"","","4","STREAM","EID_0200_a0035_0045_NIER010_X","0.5"," ","","","0","2","Yonah! Say something!"
"","","4","STREAM","EID_0200_a0035_0075_NIER010_X","0.5"," ","","","0","2","Yonah? YONAH!"
"","","4","STREAM","EID_0200_a0035_0080_BOOKW010_X","1"," ","","","0","25","Bah! This is why I loathe dealing with people."
"","","4","STREAM","EID_0200_a0035_0090_BOOKW010_X","0.5"," ","","","0","25","Now see here! I admire your pluck: One young man, going it alone against impossible odds..."
"","","4","STREAM","EID_0200_a0035_0095_NIER010_X","0.5"," ","","","0","2","Come ON, Yonah!"
"","","4","STREAM","EID_0200_a0035_0100_BOOKW010_X","0.5"," ","","","0","25","But such a plan is incredibly foolish!"
"","","4","STREAM","EID_0200_a0035_0110_BOOKW010_X","0.5"," ","","","0","25","You stand in the presence of ancient wisdom!"
"","","4","STREAM","EID_0200_a0035_0120_BOOKW010_X","0.5"," ","","","0","25","I am a text of the darkest, most arcane type,<LF>and I could be of great assistance to you."
"","","4","STREAM","EID_0200_a0035_0123_NIER010_X","0.5"," ","","","0","2","...You're a what!?"
"","","4","STREAM","EID_0200_a0035_0127_BOOKW010_X","0.5"," ","","","0","25","Indeed, I could swat these mindless creatures like mere flies, were I so inclined."
"","","4","STREAM","EID_0200_a0035_0190_BOOKW010_X","1"," ","","<CB=EID_0200_a0035_01_End>","0","25","I am Grimoire Weiss! My very name brings kingdoms to their knees!"
"1029","","4","STREAM","EID_0200_a0020_0011_NIER010_X","3","","","","0","2","I have to help Yonah first."
"1030","1028","4","STREAM","EID_0200_a0035_0025_NIER010_X","0.5"," ","","","0","2","Yonah!"
"1031","RA_EID_0200_a0035_050","4","STREAM","EID_0200_a0035_0075_NIER010_X","0.5"," ","","","0","2","Yonah? YONAH!"
"1032","","4","STREAM","EID_0200_a0035_0170_BOOKW010_X","1","","","","0","25","I will grant you one final chance: Bow your head and accept my power, or go it alone and fail."
"1033","","4","STREAM","EID_0200_a0035_0110_BOOKW010_X","0.5"," ","","","0","25","You stand in the presence of ancient wisdom!"
"1034","","4","STREAM","EID_0200_a0035_0172_NIER010_X","0.5"," ","","","0","2","There. So how do we save Yonah?"
"","","4","STREAM","EID_0200_a0035_0173_BOOKW010_X","0.5"," ","","","0","25","Once I destroy these Shades, the magic barrier preventing your passage should simply...disappear."
"","","4","STREAM","EID_0200_a0035_0174_NIER010_X","0.5"," ","","","0","2","You can really do that?"
"","","4","STREAM","EID_0200_a0035_0190_BOOKW010_X","1"," ","","","0","25","Bwah hah hah! I am Grimoire Weiss!<LF>My very name brings kingdoms to their knees!"
"","","4","STREAM","EID_0200_a0035_0195_NIER010_X","0.5"," ","","","0","2","Then do it already, Weiss!"
"","","4","STREAM","EID_0200_a0035_0210_BOOKW010_X","0.5"," ","","","0","26","Gah! You will refer to me by my full and proper name!"
"","","4","STREAM","EID_0200_a0035_0215_NIER010_X","0.5"," ","","","0","2","They just keep coming!"
"","","4","STREAM","EID_0200_a0037g_0010_BOOKW010_X","0.5","","","","0","26","You should not have turned your blades on me, foul creatures!"
"","","4","STREAM","EID_0200_a0037g_0020_BOOKW010_X","0.5","","","","0","26","With a single word, I, Grimoire Weiss, can shatter the very universe itself! Now! Prepare to..."
"","","4","STREAM","EID_0200_a0037g_0030_BOOKW010_X","0.5","","","","0","26","Prepare to... Er..."
"","","4","STREAM","EID_0200_a0037g_0040_BOOKW010_X","0.5","","","","0","26","Oh dear."
"","","4","STREAM","EID_0200_a0037g_0050_NIER010_X","0.5","","","","0","2","Oh dear?"
"","","4","STREAM","EID_0200_a0037g_0060_BOOKW010_X","1","","","","0","26","It seems that the frantic bludgeoning you gave me earlier<LF>has caused my memory to escape me."
