"1000","","0","2","0","RID_FRHEAD_00130","","","","","0","-1","1330","0","127","啊，是你啊……<LF>诶？最近的怪事？"
"","","0","1","0","RID_FRHEAD_00140","","","","","0","-1","1330","0","127","唔——<LF>我感觉“神树”那里有奇怪的气息。"
"","","0","1","0","EID_4500_a0020_0030_X","","","","","0","1330","-1","0","2","“神树”？"
"","","0","1","0","RID_FRHEAD_00150","","","","","0","-1","1330","0","127","对，就是村子深处的那棵树。"
"","","0","1","0","EID_4500_a0020_0050_X","","","","","0","1330","1025","0","26","汝调查过那奇怪的气息吗？"
"","","0","1","0","RID_FRHEAD_00160","","","","","0","-1","1330","0","127","没有。"
"","","0","1","0","EID_4500_a0020_0070_X","","","","","0","1330","1025","0","26","为什么不调查一下呢？"
"","","0","1","0","RID_FRHEAD_00170","","","","","0","-1","1330","0","127","因为没法靠近神树。"
"","","0","1","0","EID_4500_a0020_0090_X","","","","","0","1330","1025","0","26","为什么没法靠近？"
"","","0","1","0","RID_FRHEAD_00180","","","","","0","-1","1330","0","127","这个嘛……我不是很清楚原因。<LF>总之就是没法靠近。"
"","","0","1","0","EID_4500_a0020_0110_X","","","","<CB=EID_4500_a0020_End>","0","1330","-1","0","2","真奇怪啊……"
"1001","","0","1","0","RID_FRHEAD_00200","","","","","0","-1","1330","0","127","我感觉“神树”那里有奇怪的气息。"
"","","0","1","0","RID_FRHEAD_00210","","","","<CB=D_FOREST_FIELD_DREAM_CB_Start,0>","0","-1","1330","0","127","话说回来，我这里有件有趣的事……说给你听听？"
"1002","","0","1","0","RID_FRHEAD_00220","","","","","0","-1","1330","0","127","最近感觉不到“神树”那里的奇怪气息了。"
"","","0","1","0","RID_FRHEAD_00230","","","","","0","-1","1330","0","127","话说回来，<LF>我们之前为什么那么尊重那种树？"
"","","0","1","0","RID_FRHEAD_00240","","","","<CB=D_FOREST_FIELD_DREAM_CB_Start,0>","0","-1","1330","0","127","话说回来，我这里有件有趣的事……你就不想听听吗？"
"1003","","0","1","0","RID_FRYTHA_00050","","","","","0","-1","1332","0","8","最近的怪事？没啥头绪呢。"
"","","0","1","0","RID_FRYTHA_00060","","","","<CB=D_FOREST_FIELD_DREAM_CB_Start,2>","0","-1","1332","0","8","话说回来，我这里有件非常有趣的事……你不想知道吗？"
"1004","","0","1","0","RID_FRWOMA_00040","","","","","0","-1","1331","0","108","魔王城的“钥匙”？不清楚啊。"
"","","0","1","0","RID_FRWOMA_00050","","","","<CB=D_FOREST_FIELD_DREAM_CB_Start,1>","0","-1","1331","0","108","先不提那事，我这里有件有趣的事……你就不想听听吗？"
"1005","","0","1","0","EID_4500_a0400_0120_X","","","<CB=BGM_D_FOREST_FIELD_FO>","","-1","0","0","0","25","吾即为草，吾即为木，吾即森林……"
"","","0","1","0","EID_4500_a0400_0130_X","","","","","-1","0","0","0","26","……"
"","","0","1","0","EID_4500_a0400_0140_X","","","","","-1","0","0","0","2","……"
"","","0","1","0","EID_4500_a0400_0150_X","","","","","-1","0","0","0","26","这样的家伙最近很多吗？"
"","","0","1","0","EID_4500_a0400_0160_X","","","","","-1","0","0","0","2","小白你也没资格说别人。"
"","","0","1","0","EID_4500_a0400_0170_X","","","","","-1","0","0","0","26","吾不会用这种话来虚张声势……"
"","","0","1","0","EID_4500_a0400_0180_X","","","","","-1","0","0","0","2","等等，它好像还没说完。"
"","","0","1","0","EID_4500_a0400_0190_X","","","","","-1","0","0","0","25","……吾为司掌一切记忆之黑色存在。"
"","","0","1","0","EID_4500_a0400_0200_X","","","","","-1","0","0","0","25","吾将道出汝之所望……"
"","","0","1","0","EID_4500_a0400_0210_X","","","","<CB=LIB_SET_CLOSE_2D_GAUGE><LF><CB=BG_AND_ENV_FADE_OUT><LF><CB=CHANGE_WINDOW_SIZE,9,-1,1009>","-1","0","0","0","2","意思是会把我想知道的事告诉我？那倒是不胜感激……"
"1006","","0","1","0","EID_4500_a0400_0121_X_2","","","<CB=BGM_D_FOREST_FIELD_FO>","","-1","0","0","0","25","吾即为草，吾即为木，吾即森林……"
"","","0","1","0","EID_4500_a0400_0130_X","","","","","-1","0","0","0","26","……"
"","","0","1","0","EID_4500_a0400_0140_X","","","","","-1","0","0","0","2","……"
"","","0","1","0","EID_4500_a0400_0150_X","","","","","-1","0","0","0","26","这样的家伙最近很多吗？"
"","","0","1","0","EID_4500_a0400_0160_X","","","","","-1","0","0","0","2","小白你也没资格说别人。"
"","","0","1","0","EID_4500_a0400_0170_X","","","","","-1","0","0","0","26","吾不会用这种话来虚张声势……"
"","","0","1","0","EID_4500_a0400_0180_X","","","","","-1","0","0","0","2","等等，它好像还没说完。"
"","","0","1","0","EID_4500_a0400_0191_X_2","","","","","-1","0","0","0","25","……吾为司掌一切记忆之黑色存在。"
"","","0","1","0","EID_4500_a0400_0201_X_2","","","","","-1","0","0","0","25","吾将道出汝之所望……"
"","","0","1","0","EID_4500_a0400_0210_X","","","","<CB=LIB_SET_CLOSE_2D_GAUGE><LF><CB=BG_AND_ENV_FADE_OUT><LF><CB=CHANGE_WINDOW_SIZE,9,-1,1009>","-1","0","0","0","2","意思是会把我想知道的事告诉我？那倒是不胜感激……"
"1007","","0","1","0","EID_4500_a0200_0010_X","","","","","-1","0","0","0","2","唔……"
"","","0","1","0","EID_4500_a0200_0020_X","","","","","-1","0","0","0","26","看来让他逃了……"
"","","0","1","0","EID_4500_a0200_0030_X","","","","","-1","0","0","0","2","又要去那个全是文字的世界吗……真是麻烦啊。"
"1008","","0","1","0","EID_4500_a0300_0010_X","","","","","-1","0","0","0","26","这……"
"","","0","1","0","EID_4500_a0300_0020_X","","","","","-1","0","0","0","26","不过，吾倒是第一次听说魔物竟然会思考。"
"","","0","1","0","EID_4500_a0300_0030_X","","","","","-1","0","0","0","2","管它呢……我可不管那些家伙在想什么。"
"","","0","1","0","EID_4500_a0300_0040_X","","","","","-1","0","0","0","2","我受够这种麻烦事了。"
"","","0","1","0","EID_4500_a0300_0050_X","","","","","-1","0","0","0","26","打败那棵“树”后，应该再也不会被文字的世界掩埋了。"
"","","0","1","0","EID_4500_a0300_0060_X","","","","","-1","0","0","0","26","前提是时间不会倒流……"
"1009","1010","1","1","0","NV_ID_1040","","","<CB=BGM_FO_QUICK>","","-1","0","0","0","","黑暗。<STOP>遮蔽一切的漆黑。"
"","","1","1","0","NV_ID_1041","","","","","-1","0","0","0","","各种话语散布在其中。"
"","","1","1","0","NV_ID_1042","","","","","-1","0","0","0","","温柔的话语、<STOP>晦涩的话语、<STOP>甜蜜的话语。<STOP><LF>像闪闪发光的宝石般散落。"
"","","1","1","0","NV_ID_1043","","","","","-1","0","0","0","","几乎没有剩余的话语。<STOP><LF>剩余的时间则更少。"
"","","1","1","0","NV_ID_1045","","","","","-1","0","0","0","","“树”一边搜罗着话语，一边拼命仰望天空。"
"1010","1011","1","1","0","NV_ID_1046","","","","","-1","0","0","0","","明明不应该是这样。<STOP>明明没有这种计划。"
"","","1","1","0","NV_ID_1047","","","","","-1","0","0","0","","树无声地嘟囔着。"
"1011","1012","1","1","0","NV_ID_1051","","","<CB=BGM_EID_4500_a0100_01>","","-1","0","0","0","","过去，树记住了世界的一切。<STOP>因为它就是为此而生的。"
"","","1","1","0","NV_ID_1052","","","","","-1","0","0","0","","收集人们的记忆令它喜悦得颤抖，如同沐浴阳光般的喜悦。<STOP><LF>它天生就具有这种感性。"
"","","1","1","0","NV_ID_1053","","","","","-1","0","0","0","","树伸长枝条，通过前端的叶子回收记忆。<LF>"
"","","1","1","0","NV_ID_1054","","","","","-1","0","0","0","","记忆之叶曾是足以覆盖世界的大网。"
"","","1","1","0","NV_ID_1055","","","","","-1","0","0","0","","话语化作细碎的光粒在叶脉中流动，它们通过分布于每一根枝条的血管流入记忆池中。<STOP>话语最终汇聚集群，光之旋涡化为球状之星。<STOP><LF>对树来说，巨大的星星如同自己的亲骨肉一般。"
"1012","SNID_4500_a0100_0060","1","1","0","NV_ID_1059","","","","","-1","0","0","0","","<LF><LF><LF><LF><LF>比如这样的记忆。<PAGE>"
"","","1","1","0","NV_ID_1060","","","","","-1","0","0","0","","有个病倒的孩子。<STOP>那是个幼小的男孩。"
"","","1","1","0","NV_ID_1061","","","","","-1","0","0","0","","他瘦弱的手臂仿佛风一吹就会折断，<STOP><LF>他的皮肤比刚洗好的床单还要苍白。<STOP><LF>医生放弃了治疗，父母终日以泪洗面。"
"","","1","1","1","NV_ID_1063","","","","","-1","0","0","0","","男孩对世界死心了。<STOP><LF><LF>类似倦怠感的憎恨之情不断堆积在他心底。<STOP><LF>他无数次想要摆脱那种阴暗抑郁之情，<LF>但无论如何哭闹都无济于事。"
"","","1","1","0","NV_ID_1064","","","","<CB=EID_4500_a0100_Q01>","-1","0","0","0","","他并不恨医生和父母。<STOP><LF>与其说他很温柔，<STOP>不如说是肉体的折磨过于残酷，他甚至无法对他人产生感情。"
"1013","1016","1","1","0","NV_ID_1500","","","","","-1","0","0","0","","男孩有个心仪的女孩。那是个皮肤被晒得黝黑，并且拥有茶褐色眼睛的健康女孩。"
"1014","1016","1","1","0","NV_ID_1501","","","","","-1","0","0","0","","男孩有个心仪的女孩。那是个皮肤被晒得黝黑，并且拥有深绿色眼睛的健康女孩。"
"1015","1016","1","1","0","NV_ID_1502","","","","","-1","0","0","0","","男孩有个心仪的女孩。那是个皮肤被晒得黝黑，并且拥有群青色眼睛的健康女孩。"
"1016","1017","1","1","0","NV_ID_1067","","","","","-1","0","0","0","","那个耀眼的女孩令他自惭形秽。"
"","","1","1","0","NV_ID_1068","","","","","-1","0","0","0","","然而，男孩不敢看女孩的脸。"
"","","1","1","0","NV_ID_1069","","","","","-1","0","0","0","","能见到女孩固然高兴，<STOP>但对自身丑陋的自卑感充满了男孩内心。"
"","","1","1","0","NV_ID_1070","","","","","-1","0","0","0","","迟早有一天女孩不会再来吧。<STOP>每一天，<STOP>每一天，<STOP>他都在那种担忧中渡过。<PAGE>"
"","","1","1","0","NV_ID_1071","","","","","-1","0","0","0","","他从没和她正经说过话。"
"1017","1018","1","1","0","NV_ID_1073","","","","","-1","0","0","0","","最后，女孩不再来了。<LF>"
"","","1","1","0","NV_ID_1074","","","","","-1","0","0","0","","男孩孤独地死去。<LF>"
"","","1","1","0","NV_ID_1075","","","","","-1","0","0","0","","树捧起记忆，轻轻地收好。<STOP><LF>垂下的标签上写着“羡慕”。"
"1018","","1","1","0","NV_ID_1079","","","","","-1","0","0","0","","<LF><LF><LF><LF><LF><LF>比如这样的记忆。<PAGE>"
"","","1","1","0","NV_ID_1080","","","","","-1","0","0","0","","那名女子是个战士。"
"","","1","1","0","NV_ID_1081","","","<CB=BGM_EID_4500_a0100_02>","","-1","0","0","0","","她一直在和来历不明的红眼“敌人”战斗。<STOP><LF>拼命砍上去，敌人就会变成盐柱死去。"
"","","1","1","0","NV_ID_1082","","","","","-1","0","0","0","","盐的烟尘背后又会出现新的敌人。"
"","","1","1","1","NV_ID_1083","","","","","-1","0","0","0","","女子并不算太聪明。<STOP><LF>不过埋头消灭眼前敌人的工作很有趣。"
"","","1","1","0","NV_ID_1084","","","","<CB=EID_4500_a0100_Q02>","-1","0","0","0","","女子记得自己好像有个女儿。<STOP><LF>不，也许这只是臆想。<STOP><LF>也许只是梦见过自己有孩子<STOP>。<STOP><LF>在她那被药物弄得迷迷糊糊的头脑中，有这么一个角落一直这样认为着。"
"1019","1022","1","1","0","NV_ID_1503","","","","","-1","0","0","0","","战友和“敌人”奋战，有的仓皇逃跑，有的被吃掉。<STOP><LF>23名同伴如今只剩一半。"
"1020","1022","1","1","0","NV_ID_1504","","","","","-1","0","0","0","","战友和“敌人”奋战，有的仓皇逃跑，有的被吃掉。<STOP><LF>33名同伴如今只剩一半。"
"1021","1022","1","1","0","NV_ID_1505","","","","","-1","0","0","0","","战友和“敌人”奋战，有的仓皇逃跑，有的被吃掉。<STOP><LF>63名同伴如今只剩一半。"
"1022","1023","1","1","0","NV_ID_1088","","","","","-1","0","0","0","","女子的身体在摇晃。<STOP><LF>一开始，她并不知道为什么会摇晃。<LF>"
"","","1","1","0","NV_ID_1089","","","","","-1","0","0","0","","当她发现那是因为可怕低沉的低音时，周围已经一片漆黑。<STOP><LF>女子抬头仰望，映入眼中的是遮住整个天空的巨大“敌人”。"
"","","1","1","0","NV_ID_1091","","","","","-1","0","0","0","","女子不知不觉地笑了起来。"
"","","1","1","0","NV_ID_1092","","","","","-1","0","0","0","","她在鲜血与污泥之中高声大笑，直到女儿居住的街区消失。<LF>"
"1023","1024","1","1","0","NV_ID_1093","","","","","-1","0","0","0","","那份记忆贴着“丧失”的标签，被珍藏着。"
"1024","1025","1","1","0","NV_ID_1097","","","","","-1","0","0","0","","另外还有这样一个故事。"
"","","1","1","0","NV_ID_1098","","","","","-1","0","0","0","","从天空坠落的红龙<STOP>……不对，这故事已经不见了吧。<LF>"
"","","1","1","0","NV_ID_1099","","","","","-1","0","0","0","","我可是很喜欢这故事的。"
"","","1","1","0","NV_ID_1101","","","","","-1","0","0","0","","诞生几百年之后，树发现被贴上标签的记忆正在减少。"
"","","1","1","0","NV_ID_1102","","","","","-1","0","0","0","","不知不觉间，记忆池内原来多得数不清的记忆，已经越来越少了。"
"1025","1026","1","1","0","NV_ID_1103","","","","","-1","0","0","0","","就算记忆减少，树也不会感到寂寞。<STOP><LF>它没接到产生那种感情的命令。"
"","","1","1","0","NV_ID_1104","","","","","-1","0","0","0","","不过，它有种若有所失的感觉。"
"","","1","1","0","NV_ID_1105","","","","","-1","0","0","0","","那么多记忆都去哪了呢？"
"","","1","1","0","NV_ID_1107","","","","","-1","0","0","0","","不知为何，它再怎么伸展枝叶都得不到新的记忆。"
"","","1","1","0","NV_ID_1108","","","","","-1","0","0","0","","现如今，收集的记忆已经全部掉落，曾经满满当当的记忆池也已面目全非，<LF>成了一个漆黑的房间。"
"","","1","1","0","NV_ID_1110","","","","","-1","0","0","0","","树无事可做。"
"","","1","1","0","NV_ID_1111","","","","","-1","0","0","0","","只能四处查看散落一地的记忆残片。"
"","","1","1","0","NV_ID_1112","","","<CB=BGM_D_FOREST_FIELD_FO_02>","","-1","0","0","0","","所以当男子等人踏入房间时，它感到很开心。"
"1026","1027","1","1","0","NV_ID_1116","","","","","-1","0","0","0","","<NIER>：“感觉这个房间很阴森啊。”"
"","","1","1","0","NV_ID_1118","","","","","-1","0","0","0","","<NIER>等人进入的房间里空无一物。"
"","","1","1","0","NV_ID_1119","","","","","-1","0","0","0","","只有地上散落着少量水晶般的宝石。"
"","","1","1","0","NV_ID_1120","","","","","-1","0","0","0","","<NIER>等人往那些宝石的里面看，结果看到了曾经见过的景象。"
"","","1","1","0","NV_ID_1121","","","","","-1","0","0","0","","那是神话之森的村民被困在梦中的地方。"
"1027","1028","1","1","0","NV_ID_1123","","","<CB=BGM_EID_4500_a0100_03>","","-1","0","0","0","","树一直在看着。<STOP><LF>对不起，<STOP>现在只剩这么点了。"
"","","1","1","0","NV_ID_1124","","","","","-1","0","0","0","","它正想着这些事情的时候，体内突然发出了声音。"
"","","1","1","0","NV_ID_1125","","","","","-1","0","0","0","","那个“声音”<STOP>叫它<STOP>“询问”男子等人<STOP>。"
"","","1","1","0","NV_ID_1126","","","","","-1","0","0","0","","那是绝对要服从的命令。<LF>"
"","","1","1","0","NV_ID_1127","","","","","-1","0","0","0","","它忽然<WAIT=0.5>觉得<WAIT=0.5>　必须　<WAIT=0.5>问问他们。<WAIT=0.5>必<WAIT=0.5>　须<WAIT=0.5>　问问<WAIT=0.5>　他们<WAIT=0.5>　！！！"
"","","1","1","0","NV_ID_1129","","","<CB=BGM_EID_4500_a0100_04>","","-1","0","0","0","","白之书：“喂，快看。”"
"1028","1029","1","1","0","NV_ID_1131","","","","","-1","0","0","0","","地上冒出了一团黑影。"
"","","1","1","0","NV_ID_1132","","","","","-1","0","0","0","","它表面的纹路和魔物的一模一样。"
"","","1","1","0","NV_ID_1133","","","","","-1","0","0","0","","魔物手上握着一些宝石。<LF>"
"","","1","1","0","NV_ID_1134","","","","","-1","0","0","0","","不对，不止手上，嘴里也塞满了宝石。<STOP><LF>宝石中浮现的数个景象正在消失。<STOP><LF>像劣质玩具一样。"
"","","1","1","0","NV_ID_1138","","","","","-1","0","0","0","","白之书：“这家伙……好像是吞噬记忆的魔物啊。”"
"","","1","1","0","NV_ID_1139","","","","","-1","0","0","0","","<NIER>：“这些家伙？”<LF>"
"","","1","1","0","NV_ID_1141","","","","","-1","0","0","0","","树伸出手，<STOP>想要触碰<NIER>。<PAGE>"
